tosca_01_1,tosca_01_2,tosca_01_3,tosca_01_4,tosca_02_1,tosca_02_2,tosca_02_3,tosca_02_4,tosca_03_1,tosca_03_2,tosca_03_3,tosca_03_4,tosca_04_1,tosca_04_2,tosca_04_3,tosca_04_4,tosca_05_1,tosca_05_2,tosca_05_3,tosca_05_4,tosca_06_1,tosca_06_2,tosca_06_3,tosca_06_4,tosca_07_1,tosca_07_2,tosca_07_3,tosca_07_4,tosca_08_1,tosca_08_2,tosca_08_3,tosca_08_4,tosca_09_1,tosca_09_2,tosca_09_3,tosca_09_4,tosca_10_1,tosca_10_2,tosca_10_3,tosca_10_4,tosca_11_1,tosca_11_2,tosca_11_3,tosca_11_4,gasp_1,gasp_2,gasp_3,gasp_4,gasp_5,gasp_6,gasp_7,gasp_8,gasp_9,gasp_10,gasp_11,gasp_12,gasp_13,gasp_14,gasp_15,gasp_16,bf_3,bf_8,bf_13,bf_18,bf_23,bf_28,bf_33,bf_38,bf_43,bf_48,bf_53,bf_58,sex,gender,age,ethnicity,WC,consc,tos_gu,tos_sh,gu_nbe,gu_rep,sh_nse,sh_wth,gutot,shtot
5,2,5,3,4,2,1,3,4,2,4,2,2,4,1,4,3,1,3,5,3,5,3,5,4,1,4,4,2,3,4,4,3,5,5,3,5,1,5,1,3,5,3,2,6,4,4,2,7,6,2,2,6,5,7,2,7,6,7,5,2,5,4,4,3,4,3,4,4,3,4,2,Female,Female,23,Asian or Asian American,105,3.333333333,4.545454545,3.636363636,23,25,22,8,48,30
5,1,5,1,5,4,1,2,5,1,5,2,2,1,1,5,3,1,3,5,1,5,1,5,3,1,5,4,1,5,1,5,2,5,5,1,5,1,5,1,1,5,5,1,7,7,7,1,6,7,3,2,7,7,6,2,7,7,7,7,4,2,5,2,5,4,2,4,4,1,4,4,Female,Female,19,Non-Hispanic White or Caucasian,140,3.083333333,5,4.272727273,28,26,28,8,54,36
4,4,5,2,4,1,3,5,5,4,2,5,1,1,2,4,1,1,4,5,1,3,4,5,3,1,5,4,2,1,5,4,4,3,5,2,2,2,5,2,1,5,2,1,5,6,7,1,6,6,2,3,6,6,7,1,6,7,7,6,2,2,5,4,1,2,5,4,5,1,4,2,Female,Female,20,Hispanic or Latino,142,4.416666667,4.454545455,2.545454545,24,26,25,7,50,32
5,1,5,1,5,1,1,4,4,1,5,2,1,1,1,5,1,1,1,5,1,2,2,5,2,1,5,3,3,1,2,4,1,2,5,2,5,1,5,1,1,5,1,1,6,7,6,1,3,5,5,2,7,3,7,1,1,7,7,6,1,1,5,5,1,2,5,5,5,1,5,2,Female,Female,21,Non-Hispanic White or Caucasian,134,4.833333333,4.909090909,2.363636364,26,24,15,9,50,24
4,4,5,3,5,2,2,3,4,4,3,3,3,3,4,3,4,3,3,2,3,3,4,3,3,3,3,2,2,2,2,4,2,3,4,3,2,4,4,3,2,4,3,4,5,4,4,3,6,6,6,4,2,4,4,4,4,4,4,6,2,3,3,3,2,3,4,3,4,4,3,3,Male,Male,19,Hispanic or Latino,30,3.25,3.636363636,3,17,18,18,17,35,35
5,2,5,2,5,4,4,1,5,5,4,2,4,5,4,5,2,1,2,5,1,5,1,5,2,1,5,5,2,4,1,2,2,5,5,4,5,1,5,1,2,5,5,4,7,6,7,2,7,7,1,3,7,3,5,1,6,7,6,7,4,5,4,4,4,5,2,3,5,3,4,5,Male,Male,22,Asian or Asian American,70,2.666666667,4.636363636,4.454545455,28,24,23,7,52,30
4,2,5,3,3,2,3,4,4,2,1,4,3,3,3,2,2,2,4,4,4,2,4,3,4,2,3,3,4,2,1,4,4,2,2,4,3,2,3,1,3,3,3,5,1,2,1,2,6,1,6,4,1,1,4,1,3,2,4,2,2,4,5,4,4,4,4,4,5,2,4,3,Female,Female,22,Hispanic or Latino,13,3.583333333,3,2.727272727,6,16,6,13,22,19
4,3,5,2,5,1,3,4,5,3,4,3,3,1,1,5,4,2,4,5,1,4,3,5,3,1,5,5,2,5,5,5,2,5,4,1,4,1,5,1,1,5,5,1,6,5,5,2,5,6,2,1,7,6,7,5,7,7,7,6,4,3,2,2,5,4,2,2,5,2,4,3,Female,Female,20,Hispanic or Latino,87,2.666666667,4.818181818,3.909090909,26,24,24,10,50,34
5,1,5,1,2,1,2,4,1,1,4,5,3,4,4,2,1,2,5,5,2,1,5,4,4,1,5,1,2,1,1,2,2,3,4,4,5,1,5,1,1,5,1,3,2,6,5,2,3,6,3,2,5,6,6,1,2,6,6,2,4,4,2,4,2,4,1,4,4,3,4,4,Male,Male,23,Asian or Asian American,69,2.833333333,3.909090909,2.181818182,15,21,19,8,36,27
5,1,5,2,5,3,2,3,5,4,3,4,4,3,2,4,1,2,4,5,2,5,2,5,3,2,5,5,2,4,1,5,3,4,5,3,5,1,5,1,3,5,5,3,2,6,1,4,7,3,6,2,1,1,7,2,4,4,7,4,4,3,3,3,4,5,3,3,3,4,3,5,Female,Female,21,Hispanic or Latino,83,2.416666667,4.727272727,4,11,27,9,14,38,23
4,1,5,1,4,1,1,3,2,1,1,2,1,1,2,3,2,1,2,4,1,3,2,4,1,1,4,2,4,1,1,2,1,4,4,2,4,1,4,1,1,4,4,2,6,5,7,2,6,7,3,1,4,5,5,2,6,5,5,3,1,2,4,4,2,4,4,4,4,1,2,4,Male,Male,19,Asian or Asian American,152,3.666666667,3.545454545,2.636363636,18,21,25,8,39,33
5,2,5,1,1,1,1,4,2,5,5,5,1,1,1,5,1,1,1,5,1,1,4,4,1,1,1,5,1,1,1,5,1,2,5,1,5,1,5,1,1,5,1,1,7,7,7,1,4,7,1,1,7,7,7,2,7,7,7,7,2,3,4,2,3,3,2,3,3,3,5,3,Male,Male,27,Asian or Asian American,6,3.166666667,4.181818182,2.272727273,28,25,28,5,53,33
5,1,5,3,4,1,1,4,5,2,1,5,1,2,4,2,1,1,5,5,1,5,5,5,3,1,4,2,3,2,1,5,5,4,5,5,5,1,5,1,2,5,2,3,2,1,1,4,7,3,2,5,5,3,7,1,7,7,7,3,5,5,4,1,5,5,1,4,2,4,1,5,Female,Female,23,Asian or Asian American,136,1.666666667,4.181818182,3.272727273,17,22,14,12,39,26
4,2,5,2,5,1,1,4,4,4,3,1,2,1,3,4,1,1,5,5,1,1,4,5,2,1,5,2,2,1,2,3,2,4,5,2,3,1,5,1,1,5,2,1,2,3,4,2,2,5,6,2,7,6,6,1,6,7,6,3,4,5,2,3,4,4,3,4,2,1,5,3,Female,Female,18,Asian or Asian American,106,2.833333333,4.545454545,2.363636364,19,17,21,11,36,32
5,2,4,1,4,1,1,4,4,3,3,5,1,1,1,5,2,2,4,5,4,3,4,4,1,1,5,5,3,2,1,4,3,5,5,3,5,1,5,1,3,4,4,1,4,7,7,3,7,7,2,7,6,6,7,4,7,5,7,1,3,3,4,4,4,5,3,3,4,3,4,5,Female,Female,18,Hispanic or Latino,23,2.916666667,4.363636364,3.363636364,16,28,27,16,44,43
5,3,5,2,5,4,3,3,5,3,5,3,2,2,2,5,5,1,2,5,2,5,2,5,4,1,4,3,2,5,1,4,2,5,5,2,5,1,5,1,1,5,5,1,2,3,6,7,7,7,5,7,3,4,6,1,7,7,7,5,1,4,5,4,4,4,4,4,5,1,4,4,Female,Female,21,Asian or Asian American,84,3.666666667,4.818181818,4.454545455,17,23,24,20,40,44
3,3,5,1,3,1,1,4,2,2,1,2,1,1,2,4,1,1,4,5,2,4,4,5,1,1,3,4,4,2,1,1,2,3,3,1,4,1,2,1,1,5,1,1,4,2,6,2,1,6,3,3,7,6,6,2,5,4,6,6,2,4,4,5,4,4,4,4,4,2,5,4,Female,Female,18,Non-Hispanic White or Caucasian,41,3.5,3.363636364,2.454545455,21,15,23,10,36,33
5,1,5,3,2,1,1,4,5,4,3,2,2,3,4,3,5,2,4,5,2,5,4,5,1,3,5,5,4,3,4,3,2,5,5,4,5,1,5,1,3,5,5,3,3,7,7,6,3,7,6,2,5,5,6,5,7,6,5,5,2,2,3,4,3,4,3,4,3,2,4,2,Female,Female,20,Non-Hispanic White or Caucasian,41,3.5,4.181818182,4.363636364,19,21,26,19,40,45
5,2,5,4,5,1,3,4,5,5,4,3,3,3,1,4,1,1,5,5,1,3,5,5,3,1,3,4,4,2,2,5,4,5,5,3,5,1,5,1,2,5,5,1,2,1,2,4,6,6,2,6,6,6,7,2,6,6,7,6,2,5,5,2,5,4,4,3,5,2,4,3,Female,Female,20,"Non-Hispanic White or Caucasian,Other (please identify)",58,3.166666667,4.636363636,3.363636364,20,21,20,14,41,34
5,1,5,1,5,1,1,4,5,2,4,4,1,1,1,5,1,1,1,5,1,4,3,5,3,1,5,3,1,5,1,5,2,5,5,5,1,1,5,1,1,5,4,1,1,4,7,7,7,7,7,2,6,5,7,1,7,7,7,7,2,4,5,4,4,3,4,4,5,1,5,3,Female,Female,22,Hispanic or Latino,28,3.833333333,4.909090909,3.181818182,21,25,26,17,46,43
5,1,5,3,5,3,2,1,5,5,4,3,2,2,2,4,1,1,1,5,3,5,3,5,1,1,5,5,2,3,4,3,1,5,5,1,5,1,5,1,1,5,5,1,5,6,7,5,6,7,5,6,6,6,7,5,7,7,7,6,4,5,4,3,3,4,4,3,4,1,4,4,Female,Female,20,"Asian or Asian American,Native Hawaiian or other Pacific Islander",199,3.083333333,4.636363636,4,24,26,27,21,50,48
4,2,5,5,5,2,2,3,4,3,3,3,2,1,1,4,2,2,2,5,1,3,2,5,2,1,5,4,1,3,1,5,4,4,5,2,4,1,5,1,2,3,3,3,6,7,7,3,6,6,3,3,7,6,7,2,5,5,6,4,2,2,4,4,2,2,3,4,4,3,4,2,Female,Female,18,Asian or Asian American,51,3.833333333,4.545454545,3.090909091,22,26,24,11,48,35
5,1,5,3,5,2,3,5,5,3,5,4,2,2,3,5,2,1,4,5,1,2,4,5,1,1,5,5,2,5,3,5,2,5,5,4,2,1,5,2,2,5,2,1,5,7,6,2,7,7,2,1,7,6,7,4,7,6,7,4,5,3,4,4,5,4,4,5,5,1,5,2,Female,Female,18,Non-Hispanic White or Caucasian,40,3.583333333,5,3.454545455,22,28,26,9,50,35
1,3,5,3,4,4,4,5,2,5,3,5,2,1,1,5,1,3,3,5,1,5,3,5,5,3,5,4,2,3,1,5,5,5,1,5,3,5,5,3,5,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,5,4,5,4,4,5,4,4,5,Female,Female,21,Non-Hispanic White or Caucasian,80,2.666666667,4.272727273,3.090909091,17,17,17,16,34,33
5,2,5,1,5,2,1,3,5,2,4,3,2,3,1,4,4,1,3,5,3,5,1,5,3,1,4,4,4,1,1,2,3,5,4,3,5,1,5,1,1,5,2,2,4,6,7,1,3,7,4,2,4,6,5,1,7,7,7,3,3,4,3,3,4,3,4,4,4,1,3,4,Female,Female,20,Black or African American,56,3.166666667,4.363636364,3.545454545,18,21,27,8,39,35
5,2,5,3,4,1,3,4,4,3,4,3,3,3,2,4,3,4,4,5,4,2,5,3,2,1,5,3,2,4,5,5,3,4,5,4,5,2,5,1,1,5,5,4,6,6,7,5,6,7,5,6,7,5,6,5,7,6,6,7,2,3,4,5,2,3,5,5,4,1,5,3,Male,Male,26,Non-Hispanic White or Caucasian,53,4.166666667,4.545454545,3.454545455,26,24,26,21,50,47
5,1,5,3,5,1,1,5,5,5,3,1,1,1,1,5,1,1,5,5,1,1,5,5,4,1,5,1,2,3,5,5,1,1,5,1,3,1,5,1,1,5,1,1,7,7,7,1,7,1,3,3,7,7,7,1,1,1,7,7,1,2,5,5,3,3,5,5,5,1,5,1,Female,Female,19,Non-Hispanic White or Caucasian,25,4.583333333,4.818181818,2.090909091,22,28,16,8,50,24
5,3,5,4,5,4,4,5,5,2,4,3,3,1,2,4,5,2,4,5,3,5,5,5,3,4,5,5,2,5,1,4,4,5,4,3,5,1,5,1,4,5,5,2,4,6,7,5,7,7,4,3,5,6,7,2,7,6,7,5,5,4,3,4,5,5,2,2,2,5,2,5,Female,Female,20,Asian or Asian American,90,1.833333333,4.636363636,4.636363636,20,27,27,14,47,41
5,2,5,3,5,2,1,2,4,2,4,3,1,1,1,4,2,1,3,5,1,2,3,5,2,2,5,3,2,3,1,5,3,3,4,2,4,1,4,1,1,5,2,1,7,6,7,3,6,6,3,3,7,7,6,4,4,5,6,7,1,2,5,5,3,1,5,4,5,1,4,1,Female,Female,18,Non-Hispanic White or Caucasian,43,4.583333333,4.636363636,2.818181818,26,24,24,13,50,37
5,1,5,1,3,1,3,4,4,1,1,3,2,2,2,4,2,2,3,4,1,5,2,4,1,1,5,5,1,1,4,4,3,5,4,2,4,2,4,1,1,2,4,1,6,4,5,5,6,6,4,5,6,3,4,3,5,2,6,2,2,5,4,5,2,2,4,5,4,1,5,4,Male,Male,19,Non-Hispanic White or Caucasian,67,3.916666667,3.636363636,3.454545455,16,20,19,17,36,36
5,3,5,3,5,2,2,4,5,5,2,4,4,1,1,4,4,1,3,5,1,5,1,5,1,1,5,5,4,1,1,4,3,5,5,1,5,1,5,1,1,5,5,1,2,4,7,5,7,7,6,5,7,7,6,6,7,7,6,5,2,5,4,3,4,2,4,4,4,1,4,4,Female,Female,20,Non-Hispanic White or Caucasian,27,3.416666667,4.545454545,3.909090909,21,23,28,22,44,50
5,3,5,2,4,2,3,2,2,4,3,5,1,2,4,3,1,1,3,5,1,2,4,5,4,2,4,5,2,2,2,4,4,2,4,4,2,1,2,1,2,5,3,4,2,7,2,6,6,2,4,6,6,5,7,3,2,6,7,5,4,4,2,2,5,4,2,2,2,1,5,4,Male,Male,19,Asian or Asian American,100,2.416666667,4,2.727272727,19,27,11,19,46,30
4,3,4,1,3,1,1,2,2,1,2,4,1,2,1,4,1,1,2,5,1,5,1,5,4,1,4,3,1,4,1,4,1,2,5,2,4,1,5,1,1,5,3,1,6,6,4,2,7,6,4,2,5,2,7,1,5,6,6,5,4,4,3,2,2,3,3,4,3,2,3,4,Female,Female,21,Asian or Asian American,76,2.916666667,4.181818182,2.727272727,22,26,17,9,48,26
4,1,5,2,5,1,3,5,1,1,4,4,1,1,3,3,1,1,5,5,1,5,4,5,1,1,5,3,2,1,1,5,1,4,5,2,5,1,5,1,2,5,1,1,5,7,7,2,7,2,3,1,4,6,7,1,1,6,7,6,4,3,4,3,4,4,3,5,5,2,5,4,Female,Female,18,Asian or Asian American,227,3.333333333,4.727272727,2.636363636,21,28,16,7,49,23
4,2,5,2,4,1,1,4,3,2,3,5,2,1,1,5,3,1,5,5,1,5,5,3,2,1,5,5,1,4,3,4,3,4,5,4,5,1,5,1,3,5,2,1,2,7,7,3,4,7,3,2,6,6,6,2,6,6,6,6,3,3,4,4,3,3,3,4,4,1,5,4,Female,Female,19,Non-Hispanic White or Caucasian,60,3.583333333,4.454545455,3.363636364,20,23,26,10,43,36
4,3,5,4,5,3,4,5,5,4,4,2,3,2,2,5,4,4,5,5,4,3,5,4,1,1,5,5,2,2,1,4,4,5,5,2,4,3,4,2,4,5,5,3,6,7,7,2,7,7,5,1,7,6,6,2,7,5,5,5,2,2,5,4,2,3,3,5,4,1,5,4,Female,Female,20,Non-Hispanic White or Caucasian,413,4,4.636363636,3.818181818,23,25,27,10,48,37
4,3,4,4,4,1,3,4,3,1,1,3,3,3,3,4,1,4,4,5,1,5,4,4,2,3,4,4,3,3,1,1,3,3,4,3,5,1,5,1,2,4,2,2,5,6,3,2,5,6,2,4,7,6,5,2,3,3,6,5,3,3,4,4,3,2,4,4,4,2,4,4,Male,Male,19,Non-Hispanic White or Caucasian,72,3.583333333,3.636363636,3.090909091,20,22,18,10,42,28
5,1,4,1,5,1,3,3,5,4,4,3,3,2,2,5,1,2,4,4,1,5,2,2,3,1,4,4,2,2,2,4,5,1,4,3,4,1,4,3,1,4,3,4,4,7,5,2,6,5,1,2,7,6,4,2,5,6,7,6,2,4,5,4,3,4,4,4,4,2,4,3,Male,Male,21,Asian or Asian American,63,3.583333333,4,3,23,24,21,7,47,28
4,3,4,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,4,3,2,3,3,3,3,2,2,3,3,5,2,3,3,2,3,3,6,3,3,4,3,3,3,3,3,3,2,3,3,Female,Female,20,Asian or Asian American,49,3.166666667,3.363636364,3,17,11,9,12,28,21
5,1,5,3,5,3,1,5,5,5,5,5,5,3,5,4,1,1,4,5,5,3,5,4,3,1,5,5,3,1,4,4,5,5,5,4,5,1,5,1,1,5,5,1,2,6,7,6,4,7,5,6,6,5,7,3,6,6,7,3,4,4,5,3,3,2,3,4,4,1,4,5,Male,Male,19,Hispanic or Latino,145,3.333333333,4.727272727,3.909090909,17,24,25,20,41,45
5,3,5,2,1,1,1,5,1,3,1,4,1,1,1,5,1,1,5,5,1,5,4,5,5,1,5,1,1,4,1,4,2,5,4,3,4,1,5,1,1,5,4,1,7,1,5,1,5,6,1,1,6,1,7,1,6,4,7,7,5,4,3,3,2,3,1,3,2,2,2,4,Female,Female,20,Hispanic or Latino,103,2.5,4.090909091,2.909090909,24,20,18,4,44,22
2,3,5,4,5,1,2,4,3,4,4,4,2,2,1,5,1,1,2,5,2,4,2,5,3,1,5,2,1,5,1,5,2,4,5,2,3,2,5,1,1,5,2,1,7,6,7,4,3,6,5,1,6,6,7,1,7,3,7,7,1,1,5,4,5,2,5,5,5,1,5,3,Female,Female,20,"Hispanic or Latino,Non-Hispanic White or Caucasian",102,4.333333333,4.909090909,2.545454545,23,23,26,11,46,37
5,3,5,3,5,1,3,3,4,2,3,5,4,2,3,3,5,1,4,5,1,5,4,5,2,3,4,4,3,1,1,5,4,5,4,3,5,1,5,1,2,5,5,3,4,6,6,5,6,5,7,1,4,3,6,3,6,7,6,6,2,2,4,4,2,3,5,4,4,1,4,2,Female,Female,19,Other (please identify),48,4.083333333,4.454545455,3.909090909,21,24,20,16,45,36
5,2,4,3,5,3,2,4,5,1,3,1,2,1,1,5,1,1,5,5,1,5,3,4,3,1,5,5,4,1,3,2,1,5,5,2,5,1,5,1,2,5,4,1,7,6,7,2,6,7,3,6,2,6,7,3,7,5,6,3,1,2,3,5,2,3,5,5,4,1,5,4,Female,Female,18,Non-Hispanic White or Caucasian,95,4.166666667,4.363636364,3.636363636,17,25,27,14,42,41
2,3,5,4,5,1,3,5,5,2,4,4,3,4,2,4,3,4,5,5,3,2,5,5,2,1,5,5,5,2,1,3,5,4,1,4,4,1,5,2,3,5,1,4,3,4,1,6,3,7,6,7,2,2,6,5,6,2,6,4,5,4,3,3,4,5,4,5,2,2,2,5,Female,Female,20,Asian or Asian American,112,2.5,4.272727273,2.818181818,11,19,16,24,30,40
5,2,5,3,4,2,3,3,4,2,2,3,1,2,3,4,3,2,4,5,2,2,4,4,4,3,4,3,2,4,2,4,4,4,4,4,4,2,5,2,3,5,2,2,6,4,3,2,4,5,3,2,7,5,7,3,6,5,5,6,4,4,4,3,4,4,2,3,4,2,2,4,Female,Female,18,Non-Hispanic White or Caucasian,147,2.666666667,4.181818182,3.272727273,24,20,19,10,44,29
1,4,4,3,4,1,4,5,4,3,4,4,5,5,3,4,1,4,5,4,1,5,1,5,2,1,5,4,4,1,4,4,1,4,5,2,5,1,5,1,1,5,1,1,5,1,2,1,7,6,2,2,6,4,6,1,4,3,5,4,3,5,4,3,5,4,3,3,4,3,4,4,Male,Male,21,Asian or Asian American,73,2.75,4.454545455,2.727272727,18,19,16,6,37,22
4,3,5,2,5,1,2,4,4,4,2,4,1,4,1,5,1,2,4,5,2,4,4,5,3,1,4,1,1,5,1,5,3,4,5,2,4,2,5,1,3,5,3,2,7,7,7,1,7,6,2,1,7,2,5,1,5,1,7,3,2,2,5,5,1,3,5,5,5,1,5,2,Female,Female,21,"American Indian or Alaska Native,Asian or Asian American,Non-Hispanic White or Caucasian",100,4.583333333,4.636363636,2.909090909,18,26,20,5,44,25
5,3,5,4,5,1,1,4,1,2,5,5,5,4,2,4,1,5,4,5,5,4,5,3,5,1,5,5,5,1,5,1,5,5,5,5,3,1,5,1,5,4,5,5,1,7,1,1,1,7,7,1,1,1,1,2,1,1,1,2,4,4,5,5,5,5,4,5,5,5,5,5,Female,Female,20,Asian or Asian American,36,3.083333333,4.272727273,3,5,10,10,11,15,21
5,3,4,1,4,2,2,4,5,5,3,1,3,2,3,3,1,1,5,5,1,5,1,5,1,1,5,5,3,3,1,4,5,3,3,5,5,1,5,1,3,2,4,1,1,1,7,7,5,7,7,3,3,3,6,1,3,3,7,5,3,4,3,4,4,3,3,4,4,3,4,3,Female,Female,21,Hispanic or Latino,35,3.166666667,3.909090909,3.727272727,12,19,20,18,31,38
5,3,5,2,5,2,3,5,5,5,5,5,1,1,1,4,1,1,5,5,1,1,5,3,2,1,3,5,1,4,1,5,4,3,4,5,4,1,5,1,3,5,2,1,4,5,7,2,7,7,2,1,7,7,7,2,7,7,7,6,2,3,3,4,4,4,2,5,5,3,5,3,Female,Female,22,Asian or Asian American,96,3.416666667,4.454545455,3,24,26,28,7,50,35
5,1,5,2,5,4,1,2,5,2,4,4,2,4,1,5,4,1,2,5,1,5,2,5,1,1,5,5,3,4,1,5,1,5,5,1,5,1,5,1,2,5,5,1,3,4,7,6,7,7,4,3,7,6,6,2,6,7,7,5,2,3,4,4,3,3,4,3,4,1,4,4,Female,Female,19,"Hispanic or Latino,Non-Hispanic White or Caucasian",68,3.583333333,4.909090909,4.363636364,22,24,26,15,46,41
5,1,5,2,4,1,3,3,5,2,2,3,2,3,2,5,2,2,4,5,3,4,4,4,2,1,5,4,3,1,1,4,3,4,4,2,5,1,5,4,3,4,2,3,3,7,5,1,5,7,3,2,6,6,5,1,5,4,5,6,2,4,5,5,3,4,2,5,5,2,5,2,Female,Female,19,Asian or Asian American,60,3.833333333,4.272727273,3.181818182,19,22,23,7,41,30
5,2,5,3,1,1,1,3,5,3,3,2,2,3,2,4,2,2,3,5,1,4,3,4,1,1,5,3,1,3,2,4,4,3,5,3,5,3,5,1,1,5,1,1,2,4,5,3,6,5,4,4,6,6,7,3,5,7,7,3,3,3,3,2,3,4,2,3,3,4,4,4,Female,Female,20,Asian or Asian American,39,2.666666667,4.181818182,3.090909091,18,24,21,14,42,35
5,1,5,4,5,4,1,2,3,4,2,3,4,4,5,2,1,1,5,5,3,2,5,4,1,1,5,5,5,4,4,1,5,5,5,1,5,2,4,1,4,2,5,1,2,7,7,7,3,7,3,2,7,5,6,5,5,7,7,3,5,4,4,4,5,5,1,4,5,5,4,2,Female,Female,21,Asian or Asian American,111,2.666666667,3.636363636,4,19,23,24,17,42,41
1,3,4,2,5,1,1,2,5,2,3,3,3,3,2,4,2,1,4,5,1,2,3,4,1,2,5,5,2,4,2,3,2,1,4,4,2,2,5,2,1,5,1,3,4,6,1,4,2,5,4,1,4,3,7,2,1,6,7,3,3,2,4,3,3,2,3,4,4,2,4,3,Male,Male,19,Hispanic or Latino,169,3.583333333,4.272727273,2.363636364,17,22,10,11,39,21
5,1,5,4,5,1,2,5,5,5,4,4,5,2,3,3,1,1,4,5,1,4,5,5,1,1,4,5,2,4,4,5,4,5,5,3,4,1,5,1,1,5,4,1,6,7,7,7,6,7,5,5,7,2,7,1,7,3,6,3,3,4,4,4,5,5,3,4,4,3,5,4,Female,Female,19,"Asian or Asian American,Native Hawaiian or other Pacific Islander",62,3,4.636363636,3.727272727,19,26,23,18,45,41
5,2,4,3,2,1,3,4,4,1,4,3,1,2,2,4,1,2,4,5,2,4,4,1,1,1,4,3,4,1,1,2,5,1,3,2,3,1,5,1,4,3,1,2,1,3,2,1,4,5,2,4,6,4,2,1,2,3,5,2,5,5,3,1,5,4,1,3,3,5,2,4,Male,Male,21,Other (please identify),81,1.75,3.363636364,2.363636364,12,14,13,8,26,21
5,2,5,3,5,4,1,5,5,3,2,3,1,2,2,3,3,1,5,5,2,4,3,5,1,1,5,5,2,4,1,5,3,5,5,1,5,1,5,1,2,5,5,4,4,6,7,6,5,7,5,7,7,7,7,5,7,7,5,5,1,4,4,5,3,2,4,4,4,1,5,1,Female,Female,21,Asian or Asian American,107,4.166666667,4.545454545,4.272727273,23,23,28,23,46,51
5,3,5,1,5,1,2,5,1,4,3,4,1,1,1,5,1,5,5,5,3,5,3,5,4,1,5,4,1,4,5,5,3,3,4,4,4,1,5,1,1,5,4,1,5,7,7,5,7,7,5,1,2,5,2,1,7,7,7,2,1,1,5,5,2,2,5,5,5,1,5,4,Female,Female,19,Hispanic or Latino,157,4.583333333,4.727272727,3,16,23,26,12,39,38
5,1,5,4,5,2,2,4,5,5,5,1,2,2,3,5,2,1,4,5,1,5,2,5,1,1,5,5,2,4,1,3,4,5,5,2,5,1,5,1,1,5,5,1,1,7,1,2,6,7,5,2,7,6,6,2,7,6,7,7,4,2,2,4,5,2,4,1,2,1,5,4,Female,Female,20,Non-Hispanic White or Caucasian,30,3,4.818181818,4.181818182,21,26,21,11,47,32
5,1,5,3,5,1,1,1,1,1,5,1,1,1,1,5,1,2,4,5,1,5,2,5,3,1,5,4,1,5,1,4,3,2,4,3,4,1,5,1,1,5,5,3,7,6,4,1,7,6,2,3,7,7,7,1,5,7,7,7,2,2,5,4,2,2,4,4,5,2,5,1,Male,Male,47,Other (please identify),70,4.333333333,4.818181818,3.090909091,28,27,22,7,55,29
5,2,5,4,5,1,1,2,4,1,4,5,3,1,1,5,4,1,3,5,1,5,4,5,3,1,5,5,2,1,1,5,2,3,5,4,3,1,5,1,1,5,4,1,1,6,7,2,7,7,3,6,2,5,7,1,6,6,7,6,3,4,3,4,4,4,4,4,4,3,4,4,Female,Female,20,Asian or Asian American,59,3.083333333,4.909090909,3.272727273,15,27,25,12,42,37
5,3,5,1,5,1,1,4,4,2,5,5,3,1,5,5,3,2,3,5,1,4,3,4,5,2,4,3,4,3,4,4,2,3,4,3,4,2,4,1,1,5,1,1,6,1,2,1,6,5,1,1,5,3,5,2,2,2,7,7,5,4,3,1,5,4,1,4,2,4,4,5,Male,Male,19,"Black or African American,Non-Hispanic White or Caucasian",23,2,4.545454545,3.272727273,20,19,12,5,39,17
5,2,5,2,4,1,2,4,5,1,5,2,4,3,2,5,3,1,4,5,3,4,4,5,4,2,4,5,3,2,1,3,2,5,5,3,4,1,5,1,1,5,5,1,2,6,6,2,3,7,4,1,5,6,7,1,7,6,7,3,2,3,5,5,3,3,5,5,5,1,5,5,Male,Male,20,Non-Hispanic White or Caucasian,72,4.083333333,4.636363636,3.727272727,16,23,26,8,39,34
5,2,5,2,5,2,2,5,5,3,4,1,3,1,1,5,1,3,5,5,2,5,5,5,2,1,5,3,3,2,4,4,3,5,5,2,5,1,5,1,2,5,5,2,4,7,7,5,7,7,5,2,7,6,5,2,7,6,7,5,3,3,4,3,3,1,3,4,5,4,4,4,Female,Female,20,Non-Hispanic White or Caucasian,55,3.416666667,4.818181818,3.545454545,22,26,27,14,48,41
4,2,5,4,4,2,2,4,4,4,3,4,2,1,3,4,3,1,2,5,1,4,4,5,3,2,4,4,3,1,3,4,2,5,4,4,5,1,5,1,2,3,5,1,3,6,7,3,7,6,6,2,5,6,6,3,4,4,6,4,2,3,5,3,4,4,4,2,5,3,3,5,Female,Female,18,Non-Hispanic White or Caucasian,28,3.083333333,4.181818182,3.636363636,16,25,23,14,41,37
5,1,5,3,5,2,1,4,5,4,1,3,4,1,2,4,3,1,4,5,1,5,2,5,2,1,5,5,2,4,1,5,4,5,3,1,5,1,5,1,1,5,5,1,6,4,5,3,5,5,4,7,7,7,6,1,6,6,3,4,5,3,3,2,5,4,1,3,4,3,1,3,Female,Female,19,Non-Hispanic White or Caucasian,48,2.25,4.363636364,4.181818182,23,18,23,15,41,38
