tosca_01_1,tosca_01_2,tosca_01_3,tosca_01_4,tosca_02_1,tosca_02_2,tosca_02_3,tosca_02_4,tosca_03_1,tosca_03_2,tosca_03_3,tosca_03_4,tosca_04_1,tosca_04_2,tosca_04_3,tosca_04_4,tosca_05_1,tosca_05_2,tosca_05_3,tosca_05_4,tosca_06_1,tosca_06_2,tosca_06_3,tosca_06_4,tosca_07_1,tosca_07_2,tosca_07_3,tosca_07_4,tosca_08_1,tosca_08_2,tosca_08_3,tosca_08_4,tosca_09_1,tosca_09_2,tosca_09_3,tosca_09_4,tosca_10_1,tosca_10_2,tosca_10_3,tosca_10_4,tosca_11_1,tosca_11_2,tosca_11_3,tosca_11_4,gasp_1,gasp_2,gasp_3,gasp_4,gasp_5,gasp_6,gasp_7,gasp_8,gasp_9,gasp_10,gasp_11,gasp_12,gasp_13,gasp_14,gasp_15,gasp_16,bf_3,bf_8,bf_13,bf_18,bf_23,bf_28,bf_33,bf_38,bf_43,bf_48,bf_53,bf_58,sex,gender,age,ethnicity,WC,consc,tos_gu,tos_sh,gu_nbe,gu_rep,sh_nse,sh_wth,gutot,shtot
5,1,5,1,5,1,1,3,5,1,5,5,1,1,1,4,1,1,1,5,1,5,1,5,1,3,5,5,1,1,1,5,4,5,5,3,5,2,5,1,4,5,5,2,6,6,7,NA,4,7,2,1,6,4,7,2,5,6,7,3,4,4,5,2,5,2,3,2,5,1,5,5,Female,Female,22,Hispanic or Latino,42,3.083333333,4.909090909,3.545454545,21,24,23,NA,45,NA
5,1,5,2,5,4,1,2,5,4,4,3,1,1,4,4,5,1,2,5,1,5,1,5,2,1,5,5,2,5,2,5,1,5,5,1,5,1,5,1,1,5,5,1,6,7,7,7,6,7,2,2,7,7,7,3,7,7,7,5,4,4,5,2,4,4,3,4,5,2,4,4,Female,Female,18,Asian or Asian American,150,3.083333333,4.818181818,4.818181818,25,27,28,14,52,42
5,2,5,1,4,1,1,3,3,2,5,2,1,1,1,5,3,1,5,5,1,4,2,4,1,1,3,5,1,4,1,5,1,5,4,2,3,1,4,1,2,4,5,2,6,7,7,1,7,7,5,3,7,7,7,3,7,6,7,7,1,1,5,5,2,1,5,5,5,1,5,1,Female,Female,23,Hispanic or Latino,354,4.916666667,4.363636364,3.545454545,26,28,28,12,54,40
3,1,5,3,5,1,1,5,1,3,3,4,1,1,1,5,1,1,5,5,1,5,1,5,1,1,1,5,1,1,1,5,1,3,5,4,1,1,5,2,1,5,3,3,1,7,4,1,7,4,5,1,4,1,6,1,1,1,5,3,5,5,5,3,5,1,3,5,5,2,3,5,Female,Female,18,Black or African American,55,3.083333333,4.454545455,2.272727273,9,25,10,8,34,18
2,4,5,3,4,1,2,1,5,1,2,3,3,3,3,4,1,1,4,5,2,2,3,3,3,1,3,4,5,1,5,1,2,4,5,3,5,2,5,1,5,5,1,2,1,6,2,2,4,2,5,4,3,4,3,1,3,4,3,2,4,4,4,4,5,4,3,4,3,2,4,5,Male,Male,20,Hispanic or Latino,22,2.833333333,3.818181818,2.636363636,10,16,11,12,26,23
4,4,4,2,4,1,1,4,4,1,4,4,2,2,4,4,4,2,4,5,1,1,4,4,1,1,5,5,3,1,3,2,1,5,5,1,5,1,5,1,1,4,4,1,1,3,2,4,5,7,2,2,5,5,4,2,5,5,2,3,2,5,3,1,5,5,2,2,1,1,2,5,Male,,20,Non-Hispanic White or Caucasian,50,2,4.181818182,3.454545455,14,14,19,10,28,29
5,1,5,2,5,1,1,3,4,2,4,2,1,2,2,5,2,1,4,5,1,5,2,5,2,1,5,3,2,4,5,5,2,4,4,2,4,1,5,1,2,5,3,1,5,7,6,4,6,7,4,1,6,6,6,2,7,5,7,5,3,3,4,3,2,2,3,4,5,2,5,3,Female,Female,20,"Asian or Asian American,Non-Hispanic White or Caucasian",94,3.75,4.818181818,3.363636364,21,26,26,11,47,37
4,2,4,4,2,3,1,5,4,5,2,5,3,3,5,3,1,1,5,4,1,5,4,2,2,2,5,5,4,4,1,3,4,5,3,3,4,1,4,1,3,4,5,4,2,1,7,5,5,7,NA,NA,NA,NA,NA,NA,7,7,4,3,4,4,3,2,5,5,2,3,3,1,2,5,Male,Male,22,"Asian or Asian American,Hispanic or Latino",149,2.25,3.272727273,4.090909091,NA,NA,NA,NA,NA,NA
1,2,4,3,5,5,2,3,4,4,1,5,5,3,4,2,2,2,4,4,1,5,2,5,1,5,4,5,5,2,2,3,3,5,2,4,5,2,5,1,2,3,3,4,3,7,7,7,2,7,5,7,6,7,3,6,7,2,5,2,4,5,2,4,4,3,3,2,3,3,2,4,Male,Male,18,Non-Hispanic White or Caucasian,68,2.416666667,3.454545455,3.727272727,13,17,28,25,30,53
1,5,4,4,4,1,4,5,1,2,4,5,1,4,4,5,1,3,5,5,1,1,5,5,2,1,4,1,5,1,1,1,3,5,5,4,1,1,5,1,1,5,5,1,7,1,2,7,4,1,5,2,6,1,6,2,5,3,6,5,1,1,5,5,1,1,4,5,5,1,5,4,Female,Female,18,Non-Hispanic White or Caucasian,77,4.666666667,4.272727273,2,21,17,9,16,38,25
3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,Female,Female,20,Hispanic or Latino,5,3.083333333,2.545454545,2.818181818,11,12,11,10,23,21
5,3,5,4,5,1,2,3,5,1,4,1,1,1,3,3,1,1,3,5,1,5,2,5,3,1,5,5,2,1,2,3,2,5,5,1,5,1,5,1,1,3,5,1,3,7,7,7,6,7,6,1,7,7,7,4,7,6,5,7,5,3,4,2,5,4,1,4,4,2,5,2,Female,Female,19,Hispanic or Latino,77,2.916666667,4.363636364,3.727272727,23,25,28,18,48,46
5,4,5,1,5,1,1,4,3,2,4,2,1,4,1,5,1,1,5,5,1,2,3,4,2,1,5,3,2,5,4,5,1,4,5,3,1,1,5,1,1,5,1,2,7,6,5,1,7,5,4,6,7,7,7,1,6,7,7,7,2,2,4,4,3,3,4,4,5,1,5,3,Female,Female,30,Hispanic or Latino,122,4,4.818181818,2.454545455,28,27,23,12,55,35
4,3,5,4,5,1,5,5,5,5,4,5,5,1,1,5,1,1,3,5,1,5,3,5,1,1,3,5,3,5,1,5,2,5,5,3,5,1,5,1,1,5,5,1,7,7,7,1,3,7,7,1,7,7,7,4,5,5,7,7,2,3,4,3,5,3,4,4,5,1,5,4,Female,Female,20,Hispanic or Latino,221,3.583333333,4.727272727,3.818181818,26,24,26,13,50,39
1,5,2,5,1,1,1,2,4,5,1,5,1,1,1,5,1,1,4,5,1,5,4,5,1,1,5,4,1,1,1,5,1,5,5,2,5,1,5,1,1,5,5,3,5,7,7,1,7,3,1,1,6,5,7,1,1,1,5,7,3,3,5,3,4,5,3,4,5,3,4,4,Female,Female,18,Black or African American,88,3.166666667,4,3,19,26,16,4,45,20
5,1,4,4,3,1,1,3,3,4,2,5,3,4,4,3,2,4,5,5,5,3,4,5,3,1,4,5,5,2,1,3,3,5,5,4,5,3,4,1,4,4,3,2,2,5,7,6,4,6,4,5,2,3,5,1,4,5,7,3,4,5,2,3,5,5,3,3,4,3,4,5,Male,Male,19,Asian or Asian American,103,2.333333333,3.818181818,3.454545455,12,21,20,16,33,36
5,1,5,2,4,1,2,3,4,2,3,3,3,2,3,3,2,2,5,5,3,3,4,4,2,2,5,4,3,3,1,2,1,3,4,2,4,2,4,1,2,4,3,3,4,5,5,2,5,5,4,2,6,6,4,2,4,4,5,5,3,4,4,3,2,3,3,3,5,3,3,3,Male,Male,19,"Asian or Asian American,Non-Hispanic White or Caucasian",58,3.25,3.909090909,3.181818182,19,19,20,10,38,30
5,3,5,3,5,3,3,4,4,4,3,4,4,3,1,4,1,1,4,5,1,3,1,5,1,1,5,5,3,1,3,4,4,3,3,5,3,1,5,2,1,5,2,1,3,7,6,1,7,6,2,2,5,4,7,2,6,6,7,4,4,3,5,3,5,4,3,3,5,2,4,4,Female,Female,19,Hispanic or Latino,110,3.083333333,4.454545455,2.818181818,18,28,22,7,46,29
5,2,5,1,2,4,2,3,5,2,5,4,1,3,2,4,1,1,3,5,1,5,2,4,3,1,4,4,4,2,1,3,3,5,4,2,5,1,5,1,3,5,4,3,4,4,4,2,5,7,3,1,2,3,6,2,3,3,5,4,2,3,4,3,3,4,3,5,4,2,5,4,Female,Female,22,Asian or Asian American,29,3.5,4.181818182,3.818181818,13,20,17,8,33,25
5,3,4,2,4,2,1,4,5,2,2,4,2,2,2,5,4,1,4,4,4,2,5,3,1,1,5,4,4,1,1,4,2,2,5,3,5,1,4,1,3,4,3,2,5,3,6,3,5,7,4,2,5,6,5,2,6,6,5,4,1,4,3,2,5,4,2,2,2,2,2,4,Male,Male,22,"Hispanic or Latino,Non-Hispanic White or Caucasian",75,2.416666667,4,3.181818182,20,18,25,11,38,36
4,4,5,3,5,1,1,5,4,4,4,4,1,1,1,5,2,1,5,5,1,5,5,5,2,1,5,5,1,2,5,5,3,5,5,3,5,1,5,1,1,5,5,1,5,7,7,7,7,7,5,2,7,7,7,2,7,7,7,7,2,2,5,4,2,3,4,4,5,2,4,2,Female,Female,19,Other (please identify),54,4.083333333,4.909090909,3.545454545,26,28,28,16,54,44
5,2,5,1,4,2,1,3,5,3,5,3,1,1,1,5,4,2,3,5,1,3,2,4,1,1,5,5,3,4,1,5,2,2,5,2,5,1,5,1,1,5,2,3,6,7,5,2,6,7,2,1,7,6,7,4,6,7,7,7,3,4,4,4,4,3,3,3,4,2,3,3,Male,Male,22,Non-Hispanic White or Caucasian,80,3.166666667,4.818181818,3.454545455,27,27,24,9,54,33
4,4,5,3,4,1,2,5,4,5,4,5,1,1,1,5,3,1,4,5,3,5,2,5,3,2,5,5,4,1,4,3,3,5,4,4,5,2,5,1,3,3,5,4,2,4,6,1,5,7,4,4,7,4,7,2,6,7,7,6,3,4,4,4,5,3,4,4,4,3,2,4,Female,Female,21,Hispanic or Latino,161,3,4.363636364,3.545454545,22,23,23,11,45,34
5,1,5,1,5,3,1,3,5,5,3,3,1,1,1,5,1,1,3,5,1,5,3,5,3,1,5,5,1,1,1,5,1,4,5,1,5,1,5,1,1,4,5,1,7,6,7,5,6,7,1,1,7,7,7,1,7,7,7,7,1,1,5,2,3,1,3,4,5,1,5,1,Female,Female,22,Hispanic or Latino,151,4.333333333,4.727272727,3.636363636,28,26,28,8,54,36
4,4,5,4,5,1,3,4,5,4,5,1,3,2,2,5,3,1,2,5,2,3,3,5,1,1,5,5,5,1,4,3,4,4,4,4,5,2,5,1,4,5,3,1,3,5,4,3,5,4,5,4,4,4,5,4,5,4,3,3,1,4,5,4,1,4,4,4,4,1,4,2,Male,Male,21,Asian or Asian American,100,4,4.727272727,3.272727273,14,18,17,16,32,33
1,5,3,5,5,4,4,3,4,3,1,4,2,2,2,4,1,1,1,5,1,2,4,4,1,1,5,2,3,3,2,4,3,5,5,2,4,1,4,1,1,5,5,1,1,7,3,6,7,2,5,2,6,1,2,4,2,3,2,5,1,1,5,5,1,1,5,5,5,1,5,4,Female,Female,20,Other (please identify),16,4.75,4.090909091,3,15,18,8,17,33,25
4,3,4,3,4,2,2,3,4,2,2,5,4,3,2,4,2,3,4,5,4,5,2,4,2,2,4,4,3,3,3,4,3,2,5,4,4,2,5,2,3,5,1,1,5,6,5,4,6,5,5,3,6,6,5,2,6,4,6,4,5,4,3,3,4,4,2,4,3,2,3,4,Male,Male,18,Asian or Asian American,39,2.583333333,4.181818182,3,19,23,22,14,42,36
5,1,4,3,4,2,2,2,4,2,4,2,4,3,3,4,3,2,2,4,3,5,2,4,2,1,3,5,4,2,2,4,3,4,5,2,5,2,4,1,2,4,4,2,6,7,7,6,4,7,5,2,4,6,6,3,4,3,5,5,2,3,3,2,3,3,3,3,3,3,4,4,Female,Male,21,Non-Hispanic White or Caucasian,120,3,4,3.818181818,18,22,24,16,40,40
2,4,5,3,5,1,1,5,4,4,4,2,5,4,1,4,1,2,5,5,1,4,5,5,1,1,5,4,1,4,5,5,2,4,4,4,2,3,4,1,2,4,4,2,4,6,7,1,7,5,1,1,3,2,7,5,4,6,7,7,3,1,4,4,4,4,5,4,4,1,5,4,Female,Female,18,Hispanic or Latino,6,3.75,4.545454545,2.818181818,20,27,18,8,47,26
5,3,5,3,3,1,3,4,2,4,3,5,3,2,3,4,1,2,5,5,1,4,5,5,2,1,5,4,3,2,1,5,4,2,4,3,5,1,5,1,3,4,3,5,1,7,4,1,5,4,1,1,2,4,7,2,7,4,2,6,3,2,5,5,2,4,4,4,5,1,5,4,Male,Male,20,"Hispanic or Latino,Non-Hispanic White or Caucasian",172,4,4.363636364,2.909090909,13,21,19,5,34,24
1,3,5,4,5,3,4,2,4,1,2,3,1,1,2,3,4,2,4,5,1,3,3,4,1,1,3,5,2,2,4,5,4,4,4,4,4,2,3,1,3,5,4,1,1,2,5,1,7,7,6,1,4,5,7,1,4,7,4,4,5,5,5,3,5,4,2,4,5,1,5,4,Female,Female,21,"Black or African American,Non-Hispanic White or Caucasian",85,3,4,3.272727273,16,20,21,9,36,30
1,1,5,4,5,1,1,3,1,4,3,3,3,1,1,5,2,3,1,5,1,3,4,4,1,1,5,5,3,1,1,4,5,2,4,5,5,3,1,1,4,5,1,1,7,5,7,1,5,3,6,6,7,7,6,4,7,4,6,4,1,2,5,5,2,1,4,4,5,1,5,4,Female,Female,19,Hispanic or Latino,82,4.416666667,4.181818182,2.090909091,22,22,24,17,44,41
3,3,5,4,2,1,1,3,2,2,4,4,2,2,2,3,1,5,2,5,2,1,5,4,2,1,4,2,4,2,2,3,3,4,4,4,5,2,5,1,4,4,2,1,4,6,7,3,4,6,5,1,4,6,7,3,5,3,7,3,4,4,5,5,4,4,4,3,5,3,3,4,Male,Male,20,Non-Hispanic White or Caucasian,57,3.166666667,3.909090909,2.272727273,14,24,24,12,38,36
5,3,5,3,5,1,1,4,5,4,3,4,4,4,4,5,1,1,5,5,1,4,3,2,4,2,5,5,3,2,1,5,3,4,5,3,5,2,5,1,2,5,4,1,6,7,7,5,7,7,5,2,7,7,6,2,6,7,7,7,4,2,4,5,4,1,3,4,5,1,4,4,Female,Female,19,Non-Hispanic White or Caucasian,79,3.75,4.545454545,3.636363636,27,27,27,14,54,41
5,1,5,1,4,1,1,2,4,1,3,5,1,2,3,4,1,1,2,5,1,5,2,4,5,1,5,2,4,1,1,3,2,4,4,4,5,1,5,1,1,5,3,1,6,2,7,2,3,5,3,2,7,4,5,3,6,7,6,3,2,4,4,3,3,4,3,3,4,1,3,3,Female,Female,21,Asian or Asian American,74,3.25,4.272727273,3.090909091,23,16,22,10,39,32
4,2,4,2,4,3,2,4,2,2,2,3,2,2,2,4,4,2,2,4,2,2,3,4,3,2,4,3,3,2,2,2,4,2,3,2,4,2,3,1,4,2,3,5,5,3,3,2,3,3,6,4,6,6,6,3,4,2,6,3,2,3,4,5,3,4,4,4,4,2,4,3,Male,Male,22,Non-Hispanic White or Caucasian,16,3.666666667,3.272727273,2.818181818,16,18,16,15,34,31
5,2,5,2,4,1,1,3,3,3,3,2,1,1,1,4,1,1,4,5,1,1,3,5,2,1,4,4,1,3,1,5,2,4,4,2,3,1,4,1,2,4,2,1,4,6,3,1,6,2,2,1,7,6,7,1,5,4,6,5,4,2,2,1,3,4,2,4,4,3,4,4,Male,Male,22,Other (please identify),120,2.75,4.272727273,2.545454545,20,25,16,5,45,21
4,4,2,4,5,1,2,5,1,3,5,5,1,4,1,5,1,1,5,5,1,5,2,5,5,1,5,4,1,1,1,4,2,4,4,3,5,1,5,1,1,5,2,1,7,2,4,3,7,5,4,2,3,2,7,1,3,3,6,7,2,4,4,5,5,5,5,5,5,1,5,4,Female,Female,20,Hispanic or Latino,70,3.666666667,4.545454545,2.636363636,20,22,14,10,42,24
4,3,5,3,5,4,1,2,4,3,4,3,2,3,1,5,1,1,4,5,2,2,4,2,1,1,4,3,2,4,1,3,2,4,4,2,5,1,5,1,1,5,3,1,1,5,6,2,5,6,2,4,7,7,2,1,6,5,5,6,2,3,4,4,4,4,3,4,4,2,5,4,Female,Female,20,Non-Hispanic White or Caucasian,119,3.416666667,4.272727273,3.181818182,19,17,25,9,36,34
5,1,5,1,3,1,1,3,5,1,5,3,2,2,1,4,1,1,4,5,1,4,2,5,3,1,5,5,2,3,1,4,2,5,5,3,5,1,5,1,1,5,3,2,6,6,7,4,6,7,4,5,7,7,6,3,7,7,7,7,3,4,5,3,4,3,2,4,5,1,5,2,Female,Female,19,Asian or Asian American,26,3.583333333,4.636363636,3.454545455,27,25,28,16,52,44
5,1,5,3,5,1,1,4,5,4,4,4,1,5,1,1,5,1,4,5,1,5,2,5,4,1,5,5,1,4,5,5,4,5,5,2,5,1,5,1,1,5,5,1,7,7,7,1,7,7,6,2,7,7,7,2,7,7,7,7,4,4,4,2,4,4,2,3,4,3,4,3,Female,Female,21,Asian or Asian American,57,2.75,4.545454545,4.181818182,28,28,28,11,56,39
5,1,5,1,5,3,1,2,5,2,3,2,3,1,3,5,5,1,2,5,1,5,1,5,1,1,5,5,2,4,1,5,2,5,5,2,5,1,5,1,2,5,5,2,4,1,7,4,6,7,4,4,6,7,7,3,7,7,7,6,5,4,4,2,5,2,2,5,5,3,2,3,Female,Female,18,Hispanic or Latino,109,2.833333333,4.818181818,4.545454545,23,21,28,15,44,43
4,3,4,4,4,2,2,2,5,4,5,3,4,2,3,4,1,1,5,5,1,5,4,5,4,2,4,4,1,5,5,3,2,5,5,1,5,2,5,1,2,3,4,1,3,2,5,3,7,7,6,2,2,4,7,2,6,5,3,6,4,4,4,3,4,4,2,4,4,4,4,3,Female,Female,21,Asian or Asian American,45,2.833333333,4.272727273,3.909090909,16,19,22,13,35,35
4,2,5,3,1,1,3,3,5,5,3,4,1,1,2,3,3,3,3,4,1,1,3,4,1,1,3,5,2,1,1,3,1,4,4,2,4,1,5,2,1,3,5,1,1,6,1,1,7,7,1,1,1,1,7,1,7,1,7,7,5,4,3,3,5,5,3,2,3,2,4,2,Male,Male,18,"Hispanic or Latino,Other (please identify)",31,2.583333333,3.454545455,3.181818182,10,27,16,4,37,20
5,3,5,4,2,1,1,5,4,4,2,5,2,4,3,3,1,1,5,5,1,5,4,5,1,2,3,5,1,5,4,5,2,5,5,2,4,1,5,1,1,5,2,1,5,5,2,2,6,2,3,1,7,3,5,2,5,5,7,2,4,5,5,3,5,2,4,5,5,2,5,1,Female,Female,21,Non-Hispanic White or Caucasian,48,3.666666667,4.090909091,3.636363636,19,23,12,8,42,20
5,2,4,1,3,3,2,3,5,3,4,2,1,2,2,4,3,2,4,5,1,4,3,4,3,1,5,5,2,2,1,5,3,5,5,3,5,1,4,1,1,4,4,2,5,6,6,5,5,6,4,2,4,6,6,3,6,6,5,5,3,3,4,4,5,2,2,4,4,2,3,4,Female,Female,21,Asian or Asian American,57,3.166666667,4.272727273,3.909090909,20,22,24,14,42,38
5,3,5,1,2,1,2,3,5,2,2,3,4,4,3,3,1,1,1,5,1,4,2,3,1,1,5,5,5,3,1,2,3,5,5,2,5,1,5,1,1,3,1,3,3,6,3,6,2,7,3,4,5,4,5,1,6,6,6,2,3,5,4,2,4,4,3,3,3,2,3,4,Male,Male,21,Asian or Asian American,27,2.666666667,3.636363636,3.454545455,16,19,20,14,35,34
3,3,4,1,5,2,1,5,5,4,2,3,1,2,5,1,1,2,5,5,1,5,5,5,1,1,5,5,5,1,3,1,3,5,5,1,5,1,5,1,1,4,5,3,1,4,7,2,1,7,5,4,1,1,1,2,1,1,5,1,4,4,3,3,4,4,3,3,3,1,4,2,Female,Female,18,"Asian or Asian American,Hispanic or Latino",30,3,3.818181818,3.818181818,4,11,16,13,15,29
4,3,4,4,4,1,1,4,2,3,1,4,1,1,2,3,1,3,5,5,1,1,5,4,5,3,5,4,1,1,1,1,1,4,4,4,5,1,5,1,1,5,1,1,7,7,7,3,7,7,4,1,2,1,7,2,7,7,7,3,5,4,5,5,4,5,5,5,5,1,5,5,Male,Male,19,Black or African American,4,3.5,3.727272727,2.363636364,19,28,22,10,47,32
5,1,5,1,5,1,1,1,1,1,3,3,1,1,1,5,3,1,1,5,1,3,5,5,1,1,5,3,3,5,2,4,3,4,5,2,5,1,5,1,1,5,1,1,6,6,6,1,5,3,3,2,5,5,5,2,5,7,7,5,1,2,2,5,5,2,5,3,2,1,3,4,Male,Male,21,Non-Hispanic White or Caucasian,177,3.416666667,4.727272727,2.909090909,23,23,19,8,46,27
1,1,5,1,5,1,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,1,5,5,1,1,5,5,5,1,5,5,5,1,5,1,5,1,5,1,1,5,1,1,7,7,3,1,7,7,3,7,1,1,7,1,7,1,7,7,5,3,5,3,3,1,3,5,5,3,5,5,Male,Male,33,Black or African American,6,3.5,4.909090909,2.454545455,16,28,18,12,44,30
5,2,5,2,4,2,1,1,4,2,4,2,3,3,3,5,4,1,3,5,1,5,1,5,1,1,4,5,1,3,1,5,2,5,5,2,5,1,5,1,1,4,4,1,6,5,7,4,5,7,1,1,7,6,7,3,7,5,5,6,5,5,3,3,5,3,3,3,3,3,3,2,Male,Male,21,Asian or Asian American,39,2.583333333,4.636363636,4.090909091,24,22,27,9,46,36
5,3,5,5,4,1,4,5,5,5,5,5,4,2,2,5,3,1,4,5,3,5,4,5,2,2,5,5,5,4,1,3,2,5,5,2,5,1,5,1,1,5,5,1,1,5,7,6,4,5,3,7,6,3,6,6,7,5,5,3,3,4,4,4,4,3,4,4,4,3,4,2,Female,Female,28,Non-Hispanic White or Caucasian,35,3.416666667,4.727272727,4.090909091,15,20,22,22,35,44
5,1,1,3,3,1,2,3,2,4,2,5,3,1,3,4,1,4,5,5,1,2,3,3,5,2,1,1,3,1,1,2,1,2,5,2,5,1,5,1,3,4,1,1,3,5,7,1,6,5,1,1,4,6,1,1,7,6,5,1,3,5,5,2,5,2,2,5,4,1,2,4,Male,Male,21,Asian or Asian American,61,3,3.181818182,2.181818182,14,17,25,4,31,29
4,3,4,2,5,1,1,4,5,2,4,5,3,4,2,4,1,1,5,5,1,2,4,5,1,1,5,4,2,4,1,4,1,5,5,1,5,1,5,1,1,5,3,1,3,7,7,1,5,7,2,1,7,7,7,3,7,7,5,3,4,5,4,4,5,4,3,3,3,2,2,2,Female,Female,19,Asian or Asian American,87,2.75,4.636363636,3.272727273,20,24,28,7,44,35
5,4,5,4,5,4,3,3,5,4,4,2,2,2,3,5,3,2,3,5,1,5,1,5,1,1,4,5,3,3,1,4,3,4,5,3,5,1,5,1,4,5,5,2,5,7,7,3,5,6,4,4,6,7,7,2,5,4,7,5,3,4,4,3,4,4,4,3,4,2,3,4,Female,Female,19,Asian or Asian American,67,3,4.727272727,4.272727273,20,26,25,13,46,38
5,1,5,1,5,1,1,5,5,1,3,5,5,1,1,5,1,1,5,5,1,5,5,5,5,1,5,2,1,1,1,5,4,1,5,5,3,1,5,1,1,5,5,1,5,5,7,1,4,1,7,1,5,4,1,1,3,5,7,2,4,4,5,5,5,4,4,5,5,2,5,4,Female,Female,21,Asian or Asian American,47,3.5,4.818181818,2.727272727,17,17,15,10,34,25
5,3,5,5,5,2,3,4,5,1,4,1,4,4,1,5,2,1,4,5,1,5,5,5,3,5,5,5,1,5,3,5,4,5,3,4,4,1,5,1,1,4,2,1,7,5,7,2,5,7,3,2,7,7,7,2,6,5,7,6,4,2,3,5,5,2,1,3,4,2,3,3,Female,Female,18,Non-Hispanic White or Caucasian,63,3.083333333,4.636363636,3.727272727,25,24,27,9,49,36
5,3,5,1,1,1,1,5,3,3,3,4,1,3,2,5,1,5,5,5,1,4,5,1,1,1,4,5,3,1,1,5,1,4,5,5,5,1,5,1,1,5,5,5,6,7,7,1,4,7,6,4,5,7,7,1,4,5,7,4,3,5,5,3,5,2,3,3,5,3,4,4,Female,Female,19,Hispanic or Latino,15,3.083333333,4,3.272727273,20,25,25,12,45,37
5,1,5,3,4,1,1,4,1,2,3,4,1,4,1,4,3,2,4,5,4,5,4,5,4,1,5,3,2,3,1,5,1,4,5,2,5,1,5,1,1,5,5,1,4,5,5,2,7,7,2,3,6,6,6,2,5,5,6,5,3,2,4,4,3,4,3,4,4,1,4,4,Male,Male,21,Asian or Asian American,80,3.5,4.636363636,3.272727273,20,24,23,9,44,32
5,2,5,2,3,2,2,3,4,3,2,3,2,2,2,4,2,2,2,5,1,3,2,5,2,2,5,5,2,3,3,3,2,5,3,3,5,1,5,1,1,5,3,1,4,6,7,2,6,7,4,2,6,7,5,2,6,6,5,6,3,2,4,2,3,3,3,3,4,2,4,3,Female,Female,20,"Asian or Asian American,Hispanic or Latino",46,3.333333333,4.090909091,3.545454545,22,22,27,10,44,37
2,3,5,3,3,1,1,4,2,2,4,2,3,2,2,4,1,1,4,5,2,3,4,5,2,1,4,3,3,3,2,4,3,4,5,2,4,2,4,1,1,3,4,1,5,6,4,2,6,5,5,3,7,4,7,2,5,7,6,7,3,2,5,5,1,2,4,5,5,1,5,2,Female,Female,19,Asian or Asian American,78,4.5,4.181818182,2.636363636,26,25,18,12,51,30
2,3,2,1,4,1,1,3,5,1,2,5,1,1,3,3,1,1,5,5,1,4,5,5,4,1,4,4,4,1,2,1,1,3,5,2,4,1,4,1,1,5,3,1,1,3,5,1,5,6,2,1,6,1,6,1,6,5,6,7,4,4,3,1,5,4,1,4,3,1,4,4,Male,Male,19,Hispanic or Latino,53,2.5,3.636363636,2.818181818,19,20,18,5,39,23
5,3,5,5,4,2,2,5,4,3,2,3,4,4,3,4,4,2,5,5,2,4,4,5,2,2,5,4,4,4,1,4,2,5,5,4,5,1,5,1,3,4,4,3,3,6,7,3,6,7,5,4,2,4,6,2,7,6,3,4,4,3,4,4,4,4,3,4,5,1,3,5,Female,Female,20,Other (please identify),63,3.166666667,4.363636364,4,15,21,25,14,36,39
5,1,5,1,5,3,1,2,5,2,3,3,2,1,1,5,2,1,4,5,1,1,4,5,1,1,4,5,2,4,2,5,1,5,5,1,4,1,5,1,2,4,5,1,5,2,5,4,7,7,1,4,5,5,7,2,6,6,7,6,2,2,3,3,2,3,4,4,3,1,3,4,Female,Female,20,Non-Hispanic White or Caucasian,33,3.5,4.636363636,3.636363636,22,23,23,11,45,34
5,1,5,3,5,1,4,4,5,3,4,4,1,1,1,1,5,4,4,4,3,3,3,3,4,3,5,4,5,3,4,5,4,4,3,4,4,3,3,4,5,4,4,4,5,5,5,5,4,4,4,4,5,4,5,4,4,4,4,5,3,3,3,3,3,4,3,3,3,3,3,3,Female,Female,20,Asian or Asian American,49,2.916666667,3.818181818,3.545454545,19,18,17,17,37,34
5,2,5,1,5,1,1,2,5,1,2,2,1,1,1,5,3,1,1,5,1,5,1,5,3,1,5,4,2,1,1,4,2,3,4,1,5,1,3,1,1,5,1,1,4,7,7,1,7,7,2,1,6,6,7,2,7,7,7,7,2,3,5,4,4,3,5,4,5,1,5,2,Male,Male,20,Asian or Asian American,68,4.083333333,4.363636364,3.090909091,24,28,27,6,52,33
5,2,5,3,4,4,1,2,3,4,2,5,3,1,3,4,2,1,3,5,2,4,3,5,5,3,3,4,3,2,1,5,5,5,4,2,5,1,3,1,1,5,5,3,3,5,7,6,7,4,3,1,7,3,5,4,5,3,7,5,3,4,3,3,5,1,3,4,4,1,4,4,Female,Female,20,Non-Hispanic White or Caucasian,35,3.25,4.090909091,3.818181818,18,24,19,14,42,33
