MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
60,32,4,4,4,4,4,6,6.75,5,3,2.533333333,3.8,3.3,4.333333333,3,2.5,4.1,32,3.2,5,5,0,1,Hillary Clinton,2,3,,,1,1,,,,10,10,40,40,1,2,3,1,2,18,1,3,,3,1,18,1,2,1,1,Clinton,2,1,2
54,33,2,4,3,3.5,3.125,3.75,6,6,2.166666667,1.533333333,3.7,2.9,2,4,4.25,3.9,40,4.2,4.25,5,0,1,Clinton,3,3,2,1,2,2,2,2,,0,0,50,50,2,11,3,1,2,20,1,3,,4,1,20,1,2,2,2,Clinton,2,1,2
67,39,3,4,3.5,4,3.625,6.75,5,7,2.666666667,2.533333333,4,3.7,1,3,2.75,3.8,44,2.4,3.5,4,1,1,Hilary Clinton,4,4,2,2,2,2,2,2,,30,35,25,10,3,14,1,1,2,18,1,3,,1,1,18,1,2,2,1,Clinton,2,2,2
60,42,2.5,3,2,2.5,2.5,2.75,3,3,3.5,3.2,2.6,2.2,4.333333333,9,4.25,2.1,48,3,2.25,2,1,1,Trump,3,3,2,2,2,2,2,2,,30,30,30,10,5,4,3,1,2,19,2,3,,2,1,19,1,2,6,7,Trump,2,5,2
64,50,4,2,3,2.5,2.875,4.75,6.5,6.75,3.666666667,5.2,3.8,3.8,1.333333333,2,2.25,2.9,,3.8,2.25,2,0,1,Bernie Sanders,4,3,2,2,2,2,2,2,,20,30,30,20,3,8,1,2,2,30,1,3,,5,1,30,0,2,4,4,Sanders,2,1,2
75,36,4,4,3,3.5,3.625,4.5,6,6.25,3.666666667,2,3.7,2.4,2.666666667,0,2,3.5,43,4,2,3,1,1,Hillary Clinton,4,3,2,2,2,2,2,2,,30,40,20,10,3,11,2,4,2,18,"2,4,6",3,,1,1,10,1,2,2,1,Clinton,2,4,2
76,30,4,4,3,4,3.75,7,7,7,4,1.866666667,3.5,2.5,1,2,1.25,3.6,42,4,3.333333333,2,1,1,Hillary Clinton,4,3,2,2,2,2,2,2,,20,30,20,30,3,11,2,4,2,18,"2,4,6",3,,1,1,10,1,2,2,2,Clinton,2,4,2
63,33,4,4,4,4,4,4.75,6,4.75,4.833333333,3.466666667,4.1,3,3,3,1,2.2,,2.8,3,3.5,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,20,15,40,25,4,14,2,1,2,19,"2,4,6",3,,7,1,19,1,2,2,2,Clinton,2,1,2
74,34,4,4,4,4,4,4,5.5,7,1.833333333,3.266666667,3.5,2.7,1,5,1,4.5,,2.4,3.75,4,1,1,"Bernie Sanders, but voted for Hillary Clinton",4,5,2,2,2,2,2,2,,35,40,20,5,5,9,1,4,2,18,"2,3",3,,2,1,18,1,2,1,2,Sanders-Clinton,2,4,2
52,47,4,4,3,4,3.75,5.5,6.25,7,4.666666667,3.533333333,3.1,3.1,3,1,1.333333333,2.8,,3.4,2.5,3,0,1,Hillary,4,3,2,2,2,2,2,2,,30,30,30,10,4,8,4,1,1,19,2,3,,3,1,19,1,2,4,3,Clinton,2,1,2
66,36,4,4,4,3.5,3.875,7,6.25,6.5,5.5,3.466666667,4.3,3.1,2,2,1.5,2.3,50,3.4,3.75,2.5,0,1,Hillary Clinton,4,3,,,1,,,1,neurological,0,0,75,25,4,11,4,1,2,19,"2,4,6",3,,1,1,19,1,2,3,2,Clinton,1,1,2
61,48,2.5,4,3.5,3,3.25,6.5,7,6.5,5.166666667,3.2,3.8,3.4,3.666666667,4,1.5,3.1,49,3.6,3.5,4,1,1,Clinton,5,4,2,2,2,2,1,,,20,20,50,10,4,12,4,1,1,20,"2,6",3,,6,1,20,1,2,5,6,Clinton,2,4,2
66,34,3.5,4,3.5,4,3.75,3.25,4.25,1.5,2.833333333,3.666666667,3.6,2.9,3.666666667,7,1,3.9,42,2.4,3,1.5,1,1,"Gary ""Feel My"" Johnson",4,4,2,1,2,2,2,2,,40,15,20,25,4,11,2,1,1,20,"2,4,6",3,,2,1,20,1,2,3,5,Johnson,2,4,2
65,34,4,3,3.5,3,3.375,6,5.75,6,5.333333333,3.666666667,3.2,2.9,2,4,1.25,3.1,,2.4,4,2.5,0,1,Trump,4,4,2,2,2,2,2,,,30,20,30,20,3,10,3,1,2,19,"2,3,4,5,6,7",3,,2,1,19,1,2,6,6,Trump,2,1,2
58,40,4,3,4,3.5,3.625,7,7,1,6,6,2.9,3.8,1,5,1.25,2.2,,3.2,4,3,0,1,hillary clinton,5,5,2,2,2,2,2,2,,20,20,25,35,2,14,3,1,1,19,3,3,,1,1,19,1,2,2,3,Clinton,2,1,2
63,32,4,4,4,4,4,5.5,7,7,3.166666667,2.266666667,4.6,2.7,1,3,1.5,3.6,,2.6,3,3,0,1,Hillary Clinton,3,3,2,2,2,2,2,2,,40,0,30,30,5,9,1,1,2,18,"2,4",3,,1,1,18,1,2,2,2,Clinton,2,1,2
67,41,2.5,4,4,4,3.625,1.75,5,4.75,1.333333333,4,3.8,2.7,3.333333333,2,2,4.1,42,3.2,4,3,0,1,I did not vote.,3,3,2,2,1,2,1,2,,20,30,40,10,4,7,4,4,2,18,"2,3",3,,5,1,18,1,2,,,notvote,2,1,2
52,40,4,3.5,4,4,3.875,5.25,6.75,5.5,4.5,3.066666667,2.7,3.4,4.666666667,7,3.25,3.1,,4.6,2.75,3.5,0,1,Hillary Clinton ( In primaries voted Bernie Sanders ),4,4,2,2,2,2,2,2,,25,30,25,20,3,7,4,1,2,18,"2,3,4,5",3,,7,1,18,1,2,2,3,Sanders-Clinton,2,1,2
71,51,4,4,4,3.5,3.875,7,3.25,6,3,3.533333333,2.9,2.9,1,2,3.25,3.2,34,3.8,3.75,3.5,0,1,Donald Trump,4,3,2,2,2,2,2,2,,40,30,20,10,5,11,1,2,2,18,1,3,,5,1,18,1,2,5,5,Trump,2,1,2
61,39,3.5,4,4,4,3.875,2.75,2.25,4.75,4.5,2.4,3.7,3,2,4,3.75,3.5,36,3.2,4.25,3.5,0,1,Jill stein,3,4,2,2,2,1,2,2,,25,30,30,15,4,7,4,2,2,19,"2,3,6,7",3,,5,1,19,1,2,5,4,Stein,2,1,2
78,35,4,4,4,4,4,4.25,5.5,3,2.166666667,3.2,3.3,2.9,1.666666667,7,1.75,4.2,34,2.6,2,2.5,1,1,Hilary,5,3,2,2,2,2,2,2,,30,25,20,25,5,9,1,1,2,18,4,3,,5,1,18,1,2,2,2,Clinton,2,3,2
77,35,4,3.5,3.5,4,3.75,4.75,5.5,6,5.666666667,3.066666667,3,3.2,1.666666667,5,1.75,3.1,,3.2,3.5,4,0,1,Hilary Clinton,4,4,2,2,2,2,2,2,,30,15,40,15,4,12,3,1,2,18,"2,4,6",3,,5,1,18,1,2,2,2,Clinton,2,1,2
68,31,4,3.5,4,3.5,3.75,7,6.75,7,5.5,3.4,4.1,3.5,3,6,1.75,3.1,62,4.6,3.25,5,0,1,Hillary Clinton,1,1,,,1,,,,,70,10,15,5,4,14,2,4,2,18,"2,3,7",3,,1,1,18,1,2,2,1,Clinton,2,1,2
63,41,3,4,3,3,3.25,5.5,6.5,7,3.5,3.866666667,3.3,2.8,2,4,2,3.5,42,3.4,3.25,3.5,0,1,Clinton,3,3,2,2,2,2,2,2,,25,30,25,20,4,9,2,4,1,23,"2,3,4,5",3,,2,1,23,1,2,2,3,Clinton,2,1,2
55,37,3,4,3.5,3.5,3.5,6.5,7,6,4.833333333,3.4,2.7,2.2,3,1,2.25,3.6,43,4,3.5,3,0,1,Hillary Clinton,4,4,2,2,1,2,1,2,,30,40,20,10,4,11,2,1,2,19,"2,3,7",3,,5,1,19,1,2,4,2,Clinton,2,1,2
70,35,4,4,4,3.5,3.875,5.5,5.75,7,3.833333333,2.4,4,2.8,3,4,2.5,4.4,36,3.4,3.5,5,0,1,Clinton,3,3,2,2,2,1,2,2,,20,30,20,30,5,7,2,1,2,18,3,3,,1,1,18,1,2,2,2,Clinton,1,1,2
77,40,4,3.5,3.5,4,3.75,6,4.5,4.5,4.166666667,2.866666667,3.7,3.6,6,3,3.75,3.5,,3.6,4,4,0,1,no,4,4,2,2,2,2,2,2,,30,25,30,15,4,8,3,1,2,20,3,3,,1,1,20,1,2,,,neither,2,1,2
72,40,3,4,4,4,3.75,4.5,4.75,7,5.166666667,3.933333333,4,3.6,1,7,1.5,3.7,44,3.2,3,2.5,,1,Hillary Rodham Clinton (but Bernie Sanders in the primary),3,2,2,2,2,1,2,2,,40,25,20,15,4,9,2,1,3,21,"2,4,6",3,,6,1,21,1,2,1,1,Sanders-Clinton,2,7,2
71,34,3.5,3.5,3.5,3.5,3.5,6.5,6.75,6.5,5.833333333,4.333333333,3.5,3.1,2.333333333,6,1,2.7,40,2,3.5,3,0,1,Gary Johnson,4,4,2,1,2,2,2,2,,10,20,50,20,4,11,2,1,1,18,"2,3,6,7",3,,1,1,18,1,2,4,4,Johnson,2,1,2
69,41,4,3.5,3,2.5,3.25,6.25,5.5,5.25,4.5,4.466666667,3.6,3.2,1,6,1.25,2.6,54,3,3.25,3,0,1,Donald Trump,4,4,2,2,1,2,2,2,,25,15,35,25,3,10,3,2,1,18,4,3,,2,1,18,1,2,5,6,Trump,2,1,2
58,37,3.5,3.5,3,3,3.25,7,5.75,6.5,5.5,3.933333333,3.8,3.4,1.333333333,1,1.25,3,50,3.4,3,3.5,,1,Hillary Clinton,4,4,1,2,2,2,1,2,,30,30,30,10,5,12,4,1,2,19,1,3,,6,1,19,1,2,2,2,Clinton,2,7,2
79,35,4,4,4,4,4,7,7,7,6.333333333,3.133333333,4.3,3.9,1,0,5,3.6,,4.6,4.75,5,0,1,Hillary Clinton,5,4,2,2,2,2,2,2,,25,50,20,5,4,11,4,1,2,19,2,3,,7,1,19,1,2,3,2,Clinton,2,1,2
73,31,4,4,4,4,4,4.25,1.5,1.25,2.166666667,2.666666667,4.1,2.6,1,3,3.25,3.9,30,2,2,3,0,1,Donald J. Trump,5,3,,,1,,,,,20,10,50,20,4,8,3,1,2,18,"3,5",3,,4,1,18,1,2,7,7,Trump,2,1,2
72,38,4,4,4,4,4,7,7,6.75,5.666666667,3.866666667,3.7,3.8,3.333333333,7,1.75,3.1,59,5,4.5,5,0,1,Hillary Clinton,5,5,2,2,2,2,2,2,,30,10,50,10,4,10,2,2,2,18,1,3,,3,1,18,1,2,2,2,Clinton,2,1,2
70,39,4,4,4,3.5,3.875,2,2.5,2,4,3,3.9,3,3,3,1.75,3.4,,3.8,3.75,4,1,1,,3,3,2,2,2,2,2,2,,30,30,100,100,2,14,2,1,1,21,3,3,,1,1,1,1,2,2,,,2,4,2
66,34,4,2,4,4,3.5,6.75,6,6,5.833333333,4.266666667,2.7,3.5,3.666666667,6,1.75,2,49,2.4,3,3,,1,None,2,3,2,1,2,2,2,2,,15,20,35,30,3,10,3,1,1,19,1,3,,1,1,19,1,2,5,4,neither,2,7,2
67,50,3,3,2.5,3,2.875,5.5,5.75,5.75,6,5.066666667,3.4,3,2,3,2,3,,3.8,3.5,4,0,1,Clinton,2,2,2,2,2,2,2,2,,40,10,30,20,3,8,2,1,2,19,2,3,,6,1,19,1,2,1,1,Clinton,2,1,2
58,39,3.5,3,3,4,3.375,5.75,5.75,2,5.833333333,3,3.7,2.9,2,5,2,2.8,42,3,2.5,2.5,0,1,Bernie Sanders,3,3,2,2,2,2,2,,,30,30,25,15,4,11,3,1,2,18,"2,4",3,,7,1,18,1,2,2,2,Sanders,2,1,2
69,34,3.5,4,3.5,4,3.75,2.75,4.75,6,2,3.8,3.1,3.2,1,5,1.25,5,42,2.2,3,2,1,1,Neither,2,1,2,2,2,2,2,2,,95,95,95,96,4,7,3,2,2,18,"3,4,5,6,7",3,,1,1,18,1,2,,,neither,2,6,2
57,34,3.5,4,3.5,3.5,3.625,4.5,5.25,4.75,6,1.8,4.1,3,2.333333333,12,2,3.1,42,3.2,4,3.5,0,1,None,4,5,2,2,2,2,2,2,,25,20,35,20,5,8,2,1,2,18,"2,4",3,,7,1,18,1,2,4,5,neither,2,1,2
60,34,3,3,3.5,4,3.375,7,7,7,4.833333333,3.866666667,3.1,3.5,1,9,3.25,2.8,34,3.2,4.5,3.5,1,1,Yes,4,3,2,2,2,2,2,2,,25,15,50,10,3,9,2,2,2,19,"2,3,4,5,6",3,,2,1,19,1,2,6,5,nonsense,2,4,2
71,39,3.5,4,4,3.5,3.75,5.75,5.75,2,3,2.6,3.8,2.7,1,2,3,3.9,33,2.6,4.25,2.5,0,1,Gary Johnson,4,4,1,2,2,1,2,,,20,30,30,20,4,8,4,1,2,18,"2,3,6,7",3,,5,1,18,1,2,6,5,Johnson,2,1,2
72,32,3.5,3.5,4,4,3.75,7,5.5,7,6,3.133333333,3.6,3,1.333333333,3,1,2.8,,2.4,3,2,1,1,Hillary,4,3,2,2,2,2,2,2,,30,30,17,23,4,11,1,1,1,18,2,3,,6,1,18,1,2,2,2,Clinton,2,3,2
73,37,3,3,3,3,3,6.75,7,6.75,5.333333333,4.733333333,3.2,3,1.666666667,5,2.5,2.9,,3.2,4,4,0,1,Hilary Clinton,3,3,2,2,2,2,2,,,30,40,20,10,4,8,3,1,2,19,2,3,,6,1,19,1,2,3,3,Clinton,2,1,2
56,36,4,2,3,2.5,2.875,6.5,7,6,4.666666667,3.533333333,2.6,2.9,1,3,2.5,2.6,,3,3.25,3,0,1,Bernard Sanders,1,2,2,2,2,2,2,2,,0,0,50,50,1,9,1,1,2,18,1,3,,5,1,18,1,2,1,3,Sanders,2,1,2
67,36,4,4,3.5,4,3.875,6.5,6.5,6.5,6.166666667,3.933333333,2.8,3.9,1,7,4.25,3.2,42,4.4,4.5,5,0,1,Hillary,4,3,2,2,2,2,2,,,15,15,40,30,3,10,1,1,2,19,"3,5",3,,8,1,19,1,2,3,3,Clinton,2,1,2
68,34,3.5,3,3.5,3.5,3.375,6.75,5.5,2.5,5.833333333,3.333333333,4,3,4,7,1.25,2.9,,2.8,3.25,2,,1,Trump,3,3,2,2,2,2,2,2,,20,20,30,30,5,9,2,1,2,18,"2,4,6",3,,7,1,18,1,2,5,5,Trump,2,7,2
65,34,3.5,4,4,3.5,3.75,5.25,7,7,1.666666667,2.666666667,3.4,3.2,4,1,2.75,3.8,27,2.4,3,4,0,1,Hillary Clinton,1,3,2,2,2,1,2,1,Detailed: Depression/Anxiety,20,0,40,40,3,9,2,4,3,20,"1,2,3",3,,4,1,20,1,2,2,,Clinton,1,1,2
74,32,3.5,4,3,3.5,3.5,7,4.75,6,5.333333333,3.933333333,3.7,2.7,4.333333333,9,2.25,3.3,,2.8,4.25,4,0,1,Donald Trump,4,4,2,2,2,2,2,2,,25,25,25,25,5,10,4,1,2,18,"2,3,4,5,7",3,,1,1,8,1,2,6,7,Trump,2,1,2
72,31,4,3,3,3.5,3.375,6.5,6.75,6.5,4.833333333,4.133333333,4.1,2.7,2,0,1.5,2.4,,2.4,3.75,2,0,1,,5,5,2,2,2,2,2,,,30,30,25,15,5,9,5,2,1,19,"2,3,4",3,,2,1,18.5,1,2,6,5,,2,1,2
62,36,4,4,3.5,4,3.875,6,6.25,7,5,3.6,3.5,3.7,1,3,1,2.6,42,2.6,2.75,2.5,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,30,30,30,10,4,11,1,2,2,19,"2,3,6,7",3,,1,1,19,1,2,2,3,Clinton,2,1,2
73,30,4,2,4,3.5,3.375,6,6,6,5.833333333,3.733333333,2.7,3.3,3,3,1.75,3,42,2.8,3,3,1,1,Hillary Clinton,4,5,2,2,2,2,2,2,,50,20,20,10,4,9,2,1,1,,"2,3,5,6",3,,1,1,18,0,2,,,Clinton,2,4,2
55,37,3.5,3.5,2,3.5,3.125,5.25,4.75,1.75,2.5,3.8,2.5,3.9,5.333333333,4,1.75,2.1,,1.6,1,3,0,1,Hillary,1,4,2,2,2,2,2,2,,10,0,50,40,3,14,1,2,1,19,3,3,,5,1,19,1,2,3,2,Clinton,2,1,2
68,33,4,3.5,3.5,4,3.75,3.75,3.75,3,1.666666667,3,3.4,3,2,3,2,3.3,,3.2,3,2.5,0,1,Hillary Clinton. Lesser of two evils,4,4,2,2,2,2,2,2,,30,30,20,20,4,8,4,2,2,18,"2,3,6,7",3,,4,1,18,1,2,3,3,Clinton,2,1,2
67,38,3.5,4,3.5,3,3.5,5.25,5,3,4.166666667,2.933333333,4.3,2.9,2.333333333,4,2.75,3.9,34,2,2.5,1.5,0,1,Clinton,3,4,1,2,2,1,2,2,,14,14,65,7,4,9,2,4,2,19,1,3,,2,1,19,1,2,3,3,Clinton,2,1,2
80,39,3.5,3,3,3,3.125,6.5,6.5,6.25,7,4,2.6,4,3,8,1.5,1.7,34,4,4,4,0,1,Trump,4,5,2,2,2,2,2,,,40,40,15,5,5,9,5,1,1,22,"2,4",3,,2,1,22,1,2,5,5,Trump,2,1,2
57,33,3.5,4,3,4,3.625,6.5,6.25,7,4.666666667,2.2,3.9,2.8,4,3,3.75,4.3,33,3.8,4.25,4,0,1,Hillary Clinton,2,2,2,2,2,1,2,2,,20,40,15,25,2,14,2,1,2,21,"3,5",3,,8,1,21,1,2,2,2,Clinton,2,1,2
61,40,4,2.5,3.5,4,3.5,6.25,6,7,6.166666667,4.266666667,3.3,3.3,1.666666667,4,1,2.1,,4,4.5,4,,1,Clinton,3,3,2,2,2,2,2,2,,25,25,25,25,4,7,2,1,2,18,"2,3,4,5",3,,7,1,18,1,2,3,3,Clinton,2,7,2
59,33,4,3.5,4,3,3.625,6.25,5.25,5.25,5.333333333,4,2.8,2.5,3,6,1,2.5,,2.6,3.75,5,0,1,Bernie Sanders,4,4,2,2,2,2,2,2,,30,10,10,50,4,12,3,1,1,18,"2,6",3,,5,1,18,1,2,2,3,Sanders,2,1,2
68,41,3.5,3.5,4,4,3.75,1.25,6,6,4,3.733333333,3.6,3.9,3,8,1,3.4,48,3.2,2.75,4,1,1,Hillary Clinton,1,2,1,2,2,1,1,2,,55,5,30,10,4,9,3,1,2,20,"2,3,4,5,6,7",3,,1,1,20,1,2,2,2,Clinton,1,6,2
72,39,4,3,4,3,3.5,7,6,7,4,2.866666667,3.3,3.2,3,5,2.5,3.8,53,3,4.5,4,0,1,I supported neither,5,4,2,2,2,2,2,2,,25,30,25,20,4,11,4,2,2,19,"2,3,5,7",3,,1,1,19,1,2,6,5,neither,2,1,2
71,48,4,4,4,4,4,7,7,7,5.666666667,3.866666667,2.2,3.3,1.333333333,4,1,2.6,,3.4,1,1,1,1,Hillary Clinton,3,3,2,2,2,2,2,2,,0,0,70,30,1,18,1,2,2,18,"2,4",3,,1,1,18,1,2,2,2,Clinton,2,3,2
58,33,2.5,3,3,3.5,3,4.75,4.75,5.5,4.5,4,3.7,3.1,2,4,2,2.9,,2.4,3.75,3.5,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,20,35,25,20,4,14,1,1,2,20,"2,4,6",3,,8,1,20,1,1,2,2,Clinton,2,1,2
60,29,3.5,3.5,3.5,4,3.625,3.75,4.25,1,1,2.666666667,4.9,2,5,3,3.25,3.5,43,4.6,5,5,0,1,Hillary Clintcock,3,3,2,2,2,1,2,,,20,10,40,30,3,12,3,2,2,18,"2,4,6",3,,4,1,18,1,1,2,1,Clinton,2,1,2
40,32,3.5,3,2.5,4,3.25,5.5,4.5,2.75,3,3.733333333,3.3,2.6,2,8,1.75,3.5,,2.4,2.25,3,0,1,Hillary Clinton,3,4,2,2,2,2,2,2,,26,34,29,11,5,15,2,1,2,18,"2,4",3,,5,1,18,1,1,3,2,Clinton,2,1,2
50,37,4,4,3.5,3.5,3.75,3.5,6,7,3,3.466666667,4.4,3.1,1.333333333,4,1.75,4,,3.8,2.5,2.5,0,1,Hillary Clinton,2,1,2,2,2,2,2,2,,0,0,30,70,1,26,1,1,3,21,1,3,,3,1,21,1,1,2,3,Clinton,2,1,2
60,32,4,4,4,4,4,5.5,5.75,6,4.666666667,2.4,4.7,3,1,0,1,3.5,39,2.8,3,2.5,0,1,giant meteor,1,2,,,1,,,,,50,20,15,15,4,8,4,1,2,20,2,3,,6,1,20,1,1,3,4,nonsense,2,1,2
65,37,4,4,4,4,4,4.75,5,5,4.833333333,3.4,4.6,2.8,1,5,1.25,3.8,,3.4,2.75,4,0,1,Hillary Clinton,3,2,2,2,2,2,2,2,,25,5,50,20,4,14,1,2,2,20,"2,3,6,7",3,,2,1,20,1,1,1,1,Clinton,2,1,2
49,38,3,4,3.5,4,3.625,6.25,5.5,7,4.333333333,3.2,3.6,2.2,1.333333333,4,1.5,3.9,,3.8,3.5,3,0,1,Hillary,2,3,2,2,2,2,2,2,,10,25,35,30,4,10,2,1,2,20,2,3,,2,1,20,1,1,2,2,Clinton,2,1,2
41,34,4,3,3,3,3.25,4.5,6,7,4.5,4,2.9,3.5,1.666666667,5,1.5,3,38,2.4,2.25,1,,1,Does bernie still count? Otherwise hillary even though she sucks,2,4,2,2,2,1,2,,,0,0,50,50,1,26,1,1,2,19,"2,3,4,5,6,7",3,,7,1,19,1,1,2,3,Sanders-Clinton,2,7,2
47,36,4,3,3,4,3.5,4,4,3.25,5,5.266666667,2.9,3.1,1,0,1.75,2.3,47,3.4,2.25,3,0,1,Clinton,1,4,1,,,,,,,25,5,55,15,3,12,1,2,2,20,"2,3,6,7",3,,3,2,,1,1,1,1,Clinton,1,1,2
58,34,2.5,3.5,3.5,3.5,3.25,5,2.75,1,1.666666667,2.933333333,3.7,2.5,3,0,1,3.7,28,2,2,2.5,1,1,Clinton,2,3,2,2,2,1,2,2,,15,25,25,35,3,10,2,1,1,20,"3,5,7",3,,1,1,2.5,1,1,3,3,Clinton,2,4,2
47,38,4,3,3,3.5,3.375,7,5,4,5.333333333,4.266666667,2.7,3,1.333333333,0,1,2,44,1.8,2.25,3.5,0,1,None of the Above,4,5,,,,,,1,Aspergers,10,10,35,45,2,14,2,1,1,20,1,3,,8,1,20,1,1,2,3,neither,1,1,2
56,35,3.5,2.5,4,3,3.25,5.25,6,6.25,5,4.266666667,3.1,2.7,1,4,1.5,3,44,3,3.5,2,0,1,Hillary Clinton,2,3,2,2,2,1,2,2,,0,40,20,40,2,14,1,1,2,22,"3,7",3,,1,1,22,1,1,2,1,Clinton,2,1,2
47,34,4,3,4,2.5,3.375,3.75,6.25,4.25,4.5,3.6,3.2,2.6,1,1,3,3.4,,3,2.5,2.5,0,1,Hillary Clinton,2,1,2,2,2,1,2,2,,20,0,50,30,1,25,1,1,2,20,"2,4",3,,1,1,17,1,1,1,1,Clinton,2,1,2
42,33,4,3,4,3.5,3.625,3.75,5,5,3.5,3.666666667,3.7,3,3,1,1.75,4.1,,3.4,4,3.5,0,1,Hillary,2,2,2,2,2,2,2,2,,10,30,40,20,3,9,2,1,2,19,"3,5,7",3,,4,1,19,1,1,2,3,Clinton,2,1,2
52,33,4,2.5,3,4,3.375,4.25,6,3.5,5,4.333333333,3.6,3,1.666666667,4,1.5,2.7,46,3.2,2.25,2.5,0,1,Clinton,1,3,2,2,2,2,2,2,,0,0,75,25,3,12,1,1,2,19,"2,4",3,,2,1,19,1,1,2,1,Clinton,2,1,2
68,35,4,4,4,3.5,3.875,6.5,5.75,4.25,3.833333333,3,3.1,2.9,1.333333333,1,1.25,3.1,34,2.8,3,3,,1,Hillary Clinton,2,3,2,2,2,1,2,2,,30,30,20,20,3,12,1,1,1,20,"2,4",3,,6,1,20,1,1,2,2,Clinton,2,7,2
63,36,4,4,4,4,4,3,5.5,2.75,4.666666667,2.333333333,3.2,3.7,1,0,1.25,2.7,38,3.6,3,3,0,1,Hillary Clinton,1,2,2,2,2,2,2,1,Auditory Processing Disorder (does that fit under sensory?),0,0,75,25,2,9,1,1,2,19,"2,4",3,,6,1,19,1,1,2,1,Clinton,2,1,2
51,40,4,4,4,4,4,5.25,5.75,7,6,4.533333333,3.2,3.4,1,2,1,2.1,,2.8,2.75,3.5,1,1,Hillary Clinton,2,3,2,2,2,2,2,2,,20,10,40,30,3,11,1,4,2,21,"2,3,6,7",3,,2,1,21,1,1,1,1,Clinton,2,3,2
57,29,4,3.5,3,3.5,3.5,4.5,4.75,2,3.666666667,3,4,2.4,1,2,2.25,2.9,,3.4,4,4,,1,,1,1,2,2,2,2,2,,,30,5,25,40,2,10,1,2,3,18,"2,4,6",3,,1,1,18,1,1,1,,,2,7,2
54,50,4,4,3.5,4,3.875,5.25,5.5,5.75,4.166666667,3.133333333,4.2,3,1,1,2.25,2.8,44,3.6,3.75,4,,1,Bernie Sanders,2,3,2,2,2,2,2,2,,35,20,35,10,4,11,2,2,2,18,"2,3,4,5",3,,3,1,18,1,1,1,1,Sanders,2,7,2
55,30,4,4,2.5,2.5,3.25,5.75,4.25,2.5,2,4.4,2.5,2.9,1,3,1.25,3.6,37,2.6,1.25,4.5,0,1,"Bernie Sanders, but in lieu of him, Hillary Clinton.",1,1,2,2,2,1,2,,,0,0,50,50,1,12,1,2,1,20,"2,6",3,,1,1,20,1,1,2,2,Sanders-Clinton,2,1,2
63,36,4,4,3.5,4,3.875,3.75,6.25,5.5,5.166666667,3.933333333,4.1,2.8,3.333333333,9,1.75,3.6,,3.4,4,4,,1,Clinton,2,3,2,2,2,2,2,,,30,20,30,20,4,16,2,1,1,20,"2,4",3,,6,1,20,1,1,1,1,Clinton,2,7,2
66,31,4,4,4,4,4,4,3.75,2.5,2.833333333,2.533333333,4.6,2.6,1,1,2,3.4,,3.2,3,4,1,1,Hillary Clinton,5,4,2,2,2,2,2,2,,10,10,60,20,3,10,2,1,1,20,"2,4,6",3,,4,1,10,1,1,3,2,Clinton,2,4,2
54,34,4,4,4,4,4,5.25,6,6,4.833333333,2.8,3.7,3.6,2,6,1.5,3.6,,3.6,2.75,3.5,1,1,Hillary Clinton,1,2,2,2,2,2,2,,,20,20,30,30,4,11,1,1,2,18,"3,5",3,,7,1,18,1,1,1,3,Clinton,2,4,2
59,31,3,3,3,4,3.25,6,5.75,6.25,4.833333333,4.4,4.1,3,1.666666667,4,1,2.5,,2.6,2.25,2.5,0,1,Hillary Clinton I guess,3,3,2,2,2,2,2,2,,5,5,75,15,3,14,2,1,1,21,"3,5",3,,6,1,21,1,1,2,1,Clinton,2,1,2
62,34,4,4,4,4,4,5.25,5.25,5,3.833333333,3.133333333,3.6,2.6,2.333333333,4,1.5,3.4,,3.2,3.25,3.5,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,25,40,25,10,4,12,1,4,2,19,1,3,,8,1,19,1,1,1,1,Clinton,2,1,2
38,0,3.5,2,3,2.5,2.75,6,5.25,7,5.833333333,4.2,2.3,3.4,1,3,1,2.9,,2.8,2,4,,1,Hillary Clinton,3,3,2,2,2,2,2,2,,24,27,21,28,3,10,1,1,1,21,"3,5,7",3,,4,1,21,1,1,2,3,Clinton,2,7,2
54,34,3.5,3,3.5,3.5,3.375,3.25,5.5,3.5,5.666666667,4.466666667,3.5,3.9,3.333333333,4,1.5,2,,3.4,3.5,5,1,1,Hillary Clinton,2,3,2,2,2,2,2,2,,0,0,50,50,1,26,2,1,3,18,"3,5",3,,1,1,17,1,1,2,3,Clinton,2,4,2
