MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
54,28,4,4,4,4,4,3.75,2.75,3,1,1.133333333,3.8,2.6,1,0,4,4.4,28,3.4,3.5,3,0,1,Bernie Sanders/ Hillary Clinton,2,1,2,2,2,1,2,2,,0,0,70,30,1,14,1,2,2,21,3,3,,4,1,21,1,2,1,1,Sanders-Clinton,2,1,2
77,38,3.5,3.5,3.5,3.5,3.5,6.75,5.25,7,6.166666667,3.4,2.8,3.5,2.666666667,3,1.75,3.3,,2.2,1.5,2,,1,"none, i didn't vote",5,5,2,2,2,2,2,2,,35,35,20,10,5,9,3,1,2,18,"2,4",3,,4,1,6,1,2,4,4,notvote,2,7,2
65,51,3,4,1.5,1,2.375,1.75,5,4.5,4,4.266666667,2.4,3.1,1,1,1.25,2.4,42,2.2,1,2,0,1,Hilary Clinton,2,2,2,2,2,2,2,2,,5,5,50,40,1,11,1,2,2,38,"2,3,5,6,7",3,,4,1,38,0,2,2,2,Clinton,2,1,2
66,38,4,4,3.5,3.5,3.75,7,5.75,7,2.666666667,3.4,4,2.6,3.333333333,5,2.75,3.4,34,5,5,5,,1,did not vote,2,2,2,2,2,2,1,,,5,20,50,25,3,12,1,1,2,25,"4,5,6,7",3,,6,1,25,1,2,,,didnotvote,2,7,2
74,39,4,4,4,4,4,6.5,5.5,6.5,4.333333333,3.933333333,3.4,3,2.666666667,4,2.75,3.7,34,3.8,3.75,3.5,1,1,trump,4,4,2,2,2,2,2,2,,30,35,30,5,5,9,2,1,2,18,1,3,,4,1,18,1,2,4,5,Trump,2,6,2
70,35,3.5,3.5,3.5,4,3.625,5.25,2,6.5,4,3,3.7,3.1,4.666666667,10,2.5,4.6,34,3.6,4.25,4,1,1,Donald Trump,5,4,2,2,2,2,2,2,,30,30,30,10,4,11,2,2,2,18,"2,3,4,5",3,,4,1,18,1,2,6,7,Trump,2,3,2
75,36,4,4,4,4,4,5,1.5,7,3.666666667,2.666666667,4.3,3.2,5,9,3,4.7,33,3.4,5,3,1,1,Donald Trump,5,4,2,2,2,2,2,2,,30,30,30,10,4,11,2,2,2,18,"2,3",3,,4,1,18,1,2,6,7,Trump,2,3,2
3,48,4,4,4,3.5,3.875,6.75,5.25,7,4.333333333,4.333333333,3.6,3.4,3,6,2.5,3.7,34,2.6,3.75,3,1,1,Hillary Clinton,5,5,2,2,2,2,2,2,,50,30,15,5,5,10,4,2,2,37,"2,3,4,5,6,7",3,,6,1,5,0,2,3,2,Clinton,2,4,2
60,42,3,4,3.5,3.5,3.5,3,4,3.25,1.833333333,3.266666667,2.6,2.7,1,5,2,4.1,19,3.6,3,3.5,1,1,clinton,2,4,2,2,2,1,2,,,80,80,100,50,5,9,1,2,1,19,"2,3,6,7",3,,3,1,19,1,2,2,2,Clinton,2,3,2
76,36,2.5,3,3,2.5,2.75,2.5,4.75,4,4.666666667,5.466666667,2,3.6,2,2,1.75,2.5,42,3,3.25,3.5,1,1,,5,5,2,2,2,2,2,2,,25,25,40,10,5,11,5,1,1,25,"3,4,5,6,7",3,,3,1,12,1,2,4,2,,2,2,2
73,42,3,3,4,4,3.5,6.75,6,6.5,6.333333333,4.933333333,2.7,3.5,1,7,2.5,3,,3,3.25,4.5,1,1,Jill Stien,2,4,2,2,2,2,2,2,,15,50,15,20,4,8,1,1,2,18,"2,3",3,,4,1,18,1,2,1,3,Stein,2,2,2
66,31,3.5,3,3.5,3.5,3.375,4.5,4.5,5,2.833333333,3.333333333,3,3.2,1,2,1.25,2.3,,3,3.5,4,,1,Bernie Sanders,1,3,2,2,2,2,2,2,,90,100,80,100,4,12,2,1,2,18,"3,5",3,,6,1,17,1,2,2,2,Sanders,2,7,2
61,43,4,4,3.5,4,3.875,1,4,7,3.333333333,3,2.2,2.9,2,8,2,3.7,31,3.4,2.5,4,1,1,"Jill Stein and previously, Bernie Sanders",4,4,2,2,2,1,2,2,,0,40,30,30,1,25,1,4,2,21,"2,3,6,7",3,,4,1,21,1,2,3,3,Sanders-Stein,2,3,2
61,20,4,4,4,3.5,3.875,6.25,5.25,7,1.333333333,5.666666667,4.1,2.5,2,6,1.25,4.8,,4.4,1.75,1.5,1,1,,5,5,2,2,1,2,2,2,,20,5,50,25,5,11,5,3,2,21,"2,3",3,,2,1,9,1,2,,5,,1,4,2
75,40,4,3,4,4,3.75,6.75,7,6,5.333333333,4.4,3.3,3.4,1,2,1.5,3.5,,3.8,2.5,2.5,0,1,Donald Trump,5,5,2,2,2,2,2,2,,30,30,30,10,5,12,2,1,2,18,"2,3,4,5,7",3,,5,1,18,1,2,,6,Trump,2,1,2
75,48,3,3,3,3,3,6,6,6,6,4,3.2,3,1,5,1.5,3,,4,4,4,,1,Neither,3,3,2,2,2,2,2,2,,26,26,20,27,3,9,4,1,2,19,"3,5,7",3,,1,1,19,1,2,2,3,neither,2,7,2
70,42,3.5,4,4,3.5,3.75,3.75,5,7,5,4.8,2.3,3,3,2,1,3.1,34,3.4,4,4,0,1,Gary Johnson,4,5,2,2,2,2,2,2,,30,20,40,10,5,6,4,2,2,20,2,3,,1,1,20,1,2,4,5,Johnson,2,1,2
65,38,3.5,3.5,2.5,3,3.125,4.25,5,6,4.333333333,3.2,2.8,2.7,1,4,1.25,3.5,,2.4,2,1,1,1,No comment,4,3,2,2,2,2,2,2,,30,20,30,20,3,26,3,1,2,19,"2,3,4,5,6,7",3,,1,1,19,1,2,4,,na,2,3,2
62,46,3.5,3.5,2.5,2.5,3,4,4.25,6.75,3,5,3.4,3.8,1,3,1.25,3.5,42,2.2,2,3,0,1,Donald Trump,5,4,2,2,2,2,2,2,,30,30,30,10,3,11,2,1,1,47,"2,3,4,5,6",1,11,5,1,43,0,2,7,6,Trump,2,1,2
70,54,4,3,4,2,3.25,4.5,4,2,4.833333333,5.666666667,2.8,3.7,1.333333333,7,1,2.3,,2.6,2.25,3,0,1,Trump,5,5,2,2,2,2,2,,,100,40,80,100,4,3,2,1,2,47,"2,3,4,5,6,7",3,,4,1,47,0,2,4,2,Trump,2,1,2
80,60,3.5,3,4,4,3.625,4.75,5.75,6,5.166666667,3.2,3.4,3.2,4.666666667,1,3.25,3.2,34,3.4,3.75,3,0,1,Clinton,3,4,2,2,2,2,2,,,25,25,25,25,2,9,3,2,2,19,1,3,,2,1,19,1,2,3,3,Clinton,2,1,2
75,38,4,2,4,3,3.25,7,7,7,6.666666667,5.533333333,3.3,3.9,1.666666667,2,1,2.3,,4.2,2,3.5,0,1,Donald Trump,5,5,2,2,2,2,2,,,40,20,20,20,4,9,2,1,2,20,1,3,,6,1,20,1,2,6,6,Trump,2,1,2
78,42,4,4,4,3.5,3.875,7,7,7,3.5,3.866666667,3.8,3.8,1,7,3.75,2.6,42,4,4.5,2,0,1,Hilary Clinton,3,3,2,2,2,2,2,2,,40,0,30,30,4,14,1,2,1,28,"3,5,7",3,,3,1,28,1,2,2,1,Clinton,2,1,2
71,38,4,3.5,3.5,3.5,3.625,2.5,2.75,1.75,3,2.6,1.5,3.8,3,6,2.75,2.2,,1.2,1,1.5,0,1,Trump,5,5,2,2,2,2,2,2,,35,35,20,10,1,13,1,2,2,18,"2,3,4,5,6,7",3,,2,1,18,1,2,4,6,Trump,2,1,2
69,29,4,2.5,3.5,4,3.5,4.75,5.25,4.5,3,2.6,3.1,2.2,4.666666667,3,3.5,3.3,,3.8,4.25,3,1,1,Hillary Clinton,4,3,2,2,2,2,2,2,,15,30,35,20,3,12,2,2,2,21,"2,4,6",3,,2,1,21,1,2,2,2,Clinton,2,3,2
57,31,4,3.5,4,3.5,3.75,5.25,6.5,7,2.833333333,3.066666667,1.7,3.2,5,10,1.75,3.4,24,2.8,3,3,1,1,Nobody,4,4,1,2,2,2,2,,,70,20,10,0,4,12,3,2,1,22,2,3,,1,1,19,1,2,,,neither,2,7,2
69,39,3.5,4,3,3,3.375,4.75,4,4.25,3.333333333,3.333333333,3.3,3,4.333333333,7,6.75,4.3,42,3.8,2.25,3,1,1,None,4,5,2,2,2,2,2,2,,30,20,40,10,5,11,2,1,2,19,4,3,,4,1,12,1,2,4,3,neither,2,3,2
66,36,3.5,4,3.5,4,3.75,4.25,3.5,5,2.5,3.133333333,3.4,3,2.666666667,4,3.5,3,42,2.2,2,3,,1,Trump,4,3,2,2,2,1,2,2,,20,20,30,30,3,17,3,2,2,21,"3,7",3,,3,1,21,1,2,4,4,Trump,2,7,2
49,37,3.5,4,3.5,4,3.75,2.5,5.75,1,2,3.466666667,3.8,2.3,2,3,2.25,2.6,,1,1.75,1,0,1,"Hilary Clinton, but in all honesty they were both terrible, Trump was just worse.",1,4,2,2,2,2,2,1,"I've had an ear infection for five months, and sometimes I can't hear out of that ear. It's caused some difficulties in everyday life, but it's temporary so I wouldn't necessarily classify it in the same categories as other true disabilities",10,30,45,15,3,14,2,1,2,24,"2,4,6",3,,1,1,24,1,2,2,3,Clinton,2,1,2
57,41,3,3,3,3,3,5.75,4.75,2.25,3.666666667,3.2,2.8,4,4,6,4,2.6,42,3,3,4,1,1,clinton,4,4,2,2,2,2,2,2,,25,25,100,25,2,11,5,2,1,22,"2,3",3,,3,1,14,1,2,3,2,Clinton,2,3,2
68,36,3.5,3,3.5,4,3.5,6,6.75,7,3.166666667,3.8,2.7,3.3,1,0,2,2.9,,3,2.5,2,,1,clinton,4,3,2,2,2,2,2,2,,0,0,60,40,2,9,2,2,2,18,"2,6",3,,7,1,18,1,2,2,2,Clinton,2,7,2
43,39,4,3.5,3.5,4,3.75,1,1.75,2,2,2.533333333,2.4,3.2,3.666666667,5,3.25,4.2,34,2.2,2.5,2.5,0,1,Trump,2,2,2,2,2,2,2,2,,5,5,45,45,4,9,3,2,2,19,3,3,,1,1,19,1,2,4,5,Trump,2,1,2
56,34,3.5,3.5,3.5,3,3.375,5.5,3.5,6.5,5.5,3.133333333,3.6,2.6,4,4,1.5,3.3,,3,3.5,3,0,1,Hillary Clinton,3,3,2,2,2,2,2,2,,20,0,65,15,3,8,3,1,2,18,"3,7",3,,1,1,18,1,2,,3,Clinton,2,1,2
78,42,4,3.5,4,3.5,3.75,6.75,7,7,5.5,3.8,2.5,3.4,1,5,1.5,2.7,,3.4,2.25,5,1,1,Hillary Clinton,5,5,2,2,2,2,2,2,,35,35,15,15,4,11,2,1,2,25,"2,3,4,5",3,,2,1,25,1,2,4,1,Clinton,2,3,2
70,37,4,4,4,4,4,7,4.5,7,3.166666667,3.333333333,4,2.6,2,3,5.25,3.7,,2.8,4.25,4.5,,1,Neither,5,4,2,2,2,2,2,2,,25,19,40,16,5,12,2,1,1,18,"2,4,6",3,,1,1,18,1,2,,6,neither,2,7,2
77,38,3.5,3.5,4,4,3.75,7,7,7,4.166666667,5.266666667,2.7,3.1,4,5,1.75,2.6,34,3.8,4.25,3,,1,,5,5,2,2,2,2,2,2,,25,25,25,25,5,8,3,2,1,21,"2,3,4,5,6,7",3,,7,1,21,1,2,6,5,,2,7,2
73,35,4,4,4,4,4,6.25,6,4.5,3.833333333,3.333333333,3.4,3.1,2,4,2.5,3.9,,5,3.75,4.5,1,1,Hilary Clinton,3,3,2,2,2,2,2,2,,25,15,50,10,5,9,2,3,2,19,"2,3,4,5,7",3,,5,1,19,1,2,3,3,Clinton,2,3,2
43,37,4,2,3.5,3,3.125,5.25,6.25,6.25,6,4.4,2,3.8,2,6,1.75,1.5,,2.6,2.25,2,0,1,trump,4,4,2,2,2,2,2,2,,20,15,35,30,2,26,4,2,1,24,"2,3,4,5,6",3,,3,1,22,1,2,4,5,Trump,2,1,2
67,38,4,4,4,4,4,2.75,3.75,1.25,4,1.533333333,2.8,2.8,1,6,1.75,3.6,,2.6,1.5,1.5,1,1,None,4,3,2,2,2,2,2,2,,70,100,100,100,3,10,1,1,2,21,"2,5",3,,1,1,21,1,2,,,neither,2,3,2
63,31,4,3.5,4,3,3.625,6.75,2.25,3,4,3.533333333,4,3.2,4.666666667,11,1.75,3.9,28,4.4,2.75,1.5,0,1,Donald Trump!,5,3,2,2,2,1,2,2,,20,10,30,40,5,16,1,1,2,22,"3,7",3,,1,1,22,1,2,6,7,Trump,2,1,2
66,42,3.5,1,3.5,3.5,2.875,5,7,7,6,4.133333333,1.9,3.4,1,8,1,1.9,42,2.8,2.25,3,1,1,donald trump,4,4,2,2,2,2,2,2,,40,30,20,10,3,9,2,4,2,28,"2,4,6",3,,2,1,28,1,2,,3,Trump,2,3,2
62,47,4,4,3.5,3.5,3.75,7,6.25,3,5.166666667,3.333333333,3.2,3,2,5,2.25,2.8,42,4.6,3.75,4,0,1,Trump,4,4,2,2,2,2,2,2,,30,30,20,20,4,16,3,1,2,29,"2,4,6",3,,4,1,29,1,2,5,5,Trump,2,1,2
42,39,4,4,3.5,4,3.875,7,6.25,7,5.5,4.533333333,3.7,3.3,2.666666667,5,1.25,3,,4,3.25,5,0,1,Hilary Clinton,2,3,2,2,2,2,2,2,,40,20,30,10,4,10,2,1,2,18,"3,5",3,,1,1,18,1,2,3,3,Clinton,2,1,2
56,25,3,3,3,3,3,6,6,5.5,5.333333333,4,3.8,3,4,3,1.25,2.6,,4.4,4,4,1,1,clinton,4,4,2,2,2,2,2,,,25,30,20,25,4,10,3,1,2,18,1,3,,1,1,17,1,2,2,2,Clinton,2,4,2
74,34,4,4,4,4,4,7,7,4,5,2.666666667,3,2.4,2.333333333,6,1.25,3.6,42,4.2,5,5,0,1,Donald Trump,4,5,2,2,2,2,2,,,45,5,45,5,5,9,3,1,2,18,2,3,,1,1,18,1,2,6,7,Trump,2,1,2
75,30,3.5,3.5,4,4,3.75,6.75,4.5,5.75,6.333333333,3.4,3.1,3,2.666666667,8,1.5,3.3,,4,3.5,2.5,,1,Donald Trump.,4,5,2,2,2,2,2,2,,40,35,20,5,5,8,4,1,1,18,2,3,,2,1,18,1,2,5,6,Trump,2,7,2
69,39,4,4,3,3.5,3.625,6.5,7,6,2.833333333,3.533333333,3.6,2.6,2.666666667,0,2,3.7,,4,4.5,5,1,1,Hillary Clinton,3,4,2,2,2,2,2,,,20,20,40,20,4,11,2,4,2,18,"2,4,6",3,,4,1,18,1,2,2,2,Clinton,2,3,2
76,6,3,3,3,3,3,4.75,4.5,6.25,4.833333333,3.2,2.3,2.7,3,2,3,3.2,,3,3.5,3.5,1,1,Hillary Clinton,3,3,2,2,2,2,2,,,30,30,25,15,3,9,3,1,2,18,"2,3,4,5",3,,1,1,18,1,2,4,1,Clinton,2,4,2
78,38,4,4,4,4,4,5.5,6.25,4.5,3.833333333,2.4,4.3,3.7,2.333333333,5,3.25,3.8,42,4.4,4.75,4,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,30,30,20,20,5,8,4,1,2,18,"2,3,4,5,6",3,,5,1,18,1,2,4,4,Clinton,2,1,2
64,37,3,3.5,4,4,3.625,6,6,6,4.833333333,3.666666667,2.9,3.3,1.666666667,1,3,2.5,42,2.6,4,3,0,1,Hillary Clinton,2,3,2,2,2,2,2,2,,25,15,50,10,3,14,2,1,2,19,"2,3,4,7",3,,7,1,19,1,2,2,2,Clinton,2,1,2
64,39,3.5,3,4,4,3.625,6,6,5.75,4.333333333,3.133333333,3.6,3.1,2.666666667,5,2.25,3,39,3.2,3.5,3.5,0,1,Hillary Clinton,2,3,1,2,2,2,2,2,,17.5,17.5,40,25,3,10,1,4,2,18,"3,7",3,,3,1,18,1,2,2,2,Clinton,2,1,2
72,32,4,4,4,3.5,3.875,6.75,6,6,5.666666667,4.066666667,3.7,2.8,5,2,1,2.4,,3.2,3.25,3.5,1,1,Chose not to answer,5,3,2,2,2,2,2,,,20,30,30,20,4,11,5,1,1,18,"2,3,4,5,6,7",3,,1,1,2,1,2,6,2,Chosenot2answer,2,4,2
68,36,4,4,4,4,4,5.25,6.75,6.5,2.666666667,3.866666667,3.5,3.3,2,4,2.25,3.8,18,3.2,2.25,3,0,1,Hillary Clinton,4,3,2,2,2,1,2,2,,80,99,80,70,4,11,1,2,2,19,"2,3",3,,2,1,19,1,2,1,1,Clinton,2,1,2
71,38,4,4,4,4,4,6.5,7,7,2.833333333,3,3.5,2.5,1.333333333,1,1.5,3.5,34,4.2,4.5,5,1,1,Hillary Clinton,2,4,2,2,2,2,2,2,,20,20,40,20,2,11,2,4,2,18,"2,4,6",3,,4,1,18,1,2,2,2,Clinton,2,3,2
74,40,4,4,3.5,4,3.875,2.25,3,1.75,5,3.533333333,3.4,3,2.666666667,0,2.5,3.2,,4,3.25,4,0,1,,4,3,2,2,2,2,1,,,25,40,20,15,5,6,4,1,2,18,"2,4,7",3,,6,1,18,1,2,5,6,,2,1,2
48,41,4,4,4,3.5,3.875,5,7,6.5,3.833333333,3.733333333,3.8,2.9,2.666666667,4,1.75,3.7,,2.4,3.25,3,0,1,Trump,4,4,2,2,2,2,2,2,,40,30,20,10,5,9,2,2,2,18,"2,3",3,,4,1,18,1,2,6,6,Trump,2,1,2
74,36,3,4,4,4,3.75,6,5.25,4.5,5.333333333,4.533333333,3.3,3.6,3,5,1,2.5,42,3.4,2.5,3.5,0,1,John Kasich,4,4,2,2,2,2,2,2,,30,30,20,20,5,6,4,2,1,18,"2,3,6,7",3,,1,1,18,1,2,4,5,Kasich,2,1,2
70,40,3.5,4,3.5,3.5,3.625,7,5.75,7,5,4.466666667,3.9,3,1,4,1.25,3.2,,4,4,5,0,1,Evan McMullin,1,3,2,2,2,2,2,2,,40,40,10,10,5,8,5,1,2,20,"2,3,6,7",3,,5,1,20,1,2,4,5,McMillan,2,1,2
47,35,4,2.5,4,3.5,3.5,1,6.75,6.5,2.166666667,2.066666667,2.9,3.4,1,6,2.25,3.3,35,2.8,3,2,0,1,Clinton,1,1,2,2,2,1,2,2,,20,0,40,40,1,19,1,1,3,18,2,3,,2,1,18,1,2,1,,Clinton,1,1,2
60,34,4,4,4,4,4,6,6,6,2.166666667,4.466666667,3.3,3.2,2.666666667,5,2.5,3,34,3.2,2.5,3,0,1,"Voted Clinton, wanted Sanders",2,4,2,2,1,1,2,2,,20,20,30,30,3,8,1,1,2,19,"3,5,7",3,,7,1,14,1,2,1,4,Sanders-Clinton,1,1,2
68,39,4,4,3,4,3.75,4.5,5,6,3,2.866666667,4,3,1.333333333,2,1.75,3.3,42,2.4,2.75,3,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,10,20,40,30,3,14,2,1,1,20,"2,3,5,7",3,,1,1,20,1,2,2,1,Clinton,2,1,2
59,34,3,3,3.5,3.5,3.25,6.5,5.5,1,1.666666667,3.8,3.5,2.2,4.666666667,1,1.75,3.2,,1,1,1,1,1,I could not legally vote at the time for the election,3,3,2,2,2,2,2,,,30,30,20,20,4,13,1,1,1,18,"2,4",3,,1,1,16,1,2,,,notvote,2,4,2
55,39,3,2.5,3,4,3.125,5.75,4.75,4,4.833333333,4.2,2.7,2.8,1.666666667,3,1,2.4,,2.2,3.25,3,0,1,,4,4,2,2,2,2,2,2,,25,30,25,20,3,14,1,1,2,18,"3,6",3,,,1,18,1,2,,,,2,1,2
66,35,4,3.5,3.5,3.5,3.625,7,6.5,5.5,5.5,2.933333333,3,2.9,1.333333333,2,1.5,2.5,48,3.6,4,4,0,1,Hillary Clinton,4,3,2,2,2,1,2,2,,30,10,35,25,3,13,2,2,2,18,"2,4,6",3,,2,1,18,1,2,2,2,Clinton,2,1,2
69,32,3,3.5,3.5,3.5,3.375,6.75,5.25,4,3,3.2,4.4,2.7,2.333333333,2,2,3.2,,3.8,3.25,3,0,1,Hillary Clinton,5,4,2,2,2,2,2,2,,30,30,30,10,5,10,2,2,2,18,"3,5,7",3,,1,1,18,1,2,2,2,Clinton,2,1,2
72,41,4,3,4,4,3.75,6.5,7,6.25,6.166666667,4,3.5,3.9,1.666666667,6,1.75,1.8,54,3.2,3.75,5,0,1,Hillary Clinton,4,5,2,1,2,2,2,2,,20,30,35,15,3,9,1,1,2,19,"2,4",3,,4,1,19,1,2,1,1,Clinton,2,1,2
65,36,4,2.5,4,3.5,3.5,4.5,6.75,7,5.666666667,3.333333333,3.8,2.9,1,1,3,2.5,42,3.2,3,2.5,0,1,Hillary Clinton,3,5,2,2,2,2,2,2,,10,10,60,20,3,13,3,1,2,18,"2,5,6,7",3,,7,1,18,1,2,2,3,Clinton,2,1,2
65,40,4,4,4,4,4,6.25,6,6.25,3.833333333,3.666666667,3.5,3,1,5,1.5,3.7,30,1,1,2,0,1,,2,3,,,,1,,,,40,0,50,10,4,12,1,4,2,24,"2,3",3,,1,1,24,1,2,,4,,1,1,2
64,35,3,4,4,4,3.75,5.75,5.75,5.75,5.333333333,5,4.8,3.2,4.333333333,3,2.75,4.6,34,3.8,5,4,0,1,Gary Johnson,4,4,2,2,2,2,2,2,,35,25,10,30,5,10,5,2,2,21,"2,3,7",3,,4,1,21,1,2,5,5,Johnson,2,1,2
74,39,4,4,4,4,4,1.25,7,7,2.833333333,4.333333333,2.1,4,7,8,2,3.3,42,5,5,5,,1,Hillary Clinton because Bernie Sanders dropped out,1,3,2,2,2,2,2,2,,20,15,55,10,4,10,1,1,2,20,"2,3",3,,3,1,20,1,2,2,1,Sanders-Clinton,2,7,2
65,33,3,3,3.5,4,3.375,5.25,7,6.75,4,3.2,3.5,2.7,3,4,1.5,2.7,35,2.4,3.25,4,,1,Hillary Clinton,3,3,2,2,2,1,2,2,,30,30,30,10,3,9,2,1,3,18,"3,5,7",3,,6,1,18,1,2,1,1,Clinton,2,7,2
57,36,4,3.5,4,3.5,3.75,5.5,5.5,6.25,2.5,1.6,3.2,2.3,4,2,3,3.9,38,4.2,3.75,4,,1,Donald Trump,3,2,2,2,2,2,2,2,,30,30,30,10,4,8,4,1,1,18,"1,7",3,,7,1,18,1,2,,,Trump,2,7,2
65,38,3.5,3,3.5,4,3.5,5.25,5,7,4.166666667,3.6,3.7,3,1.666666667,4,1.25,2.6,52,3.6,3.75,4.5,0,1,Hillary,4,4,2,2,2,1,1,,,30,40,25,5,4,5,3,2,2,18,"2,4",3,,2,1,18,1,2,3,,Clinton,2,1,2
70,35,3,4,3.5,4,3.625,5.25,5.75,3.75,4.166666667,3.466666667,3.8,3.2,1.666666667,2,1.25,2.7,,4,2.5,4,1,1,Bernie sanders,4,4,1,2,2,2,2,2,,25,40,25,10,4,9,1,1,2,20,"2,3,4,5,6,7",3,,1,1,2,1,2,4,2,Sanders,2,6,2
59,40,4,2.5,3.5,3.5,3.375,4.25,3.75,6,5.166666667,4.333333333,3.2,3.1,2,4,1.5,2.6,42,3.4,3,2,1,1,Hilary,3,4,2,2,2,2,2,,,35,25,30,10,4,9,2,2,2,18,"4,7",3,,2,1,18,1,2,,,Clinton,2,4,2
68,39,3.5,3.5,4,4,3.75,3.5,6.25,6.5,5.833333333,3.933333333,4.4,3.4,1,6,1.5,2.4,42,2.8,2.25,3.5,0,1,Johnson-Weld,4,4,2,2,2,2,2,2,,30,40,20,10,4,9,1,1,1,19,"2,3,6,7",3,,2,1,19,1,2,6,6,Johnson,2,1,2
62,33,3.5,3.5,3.5,3,3.375,3.5,2.5,7,3.166666667,3.666666667,3.8,2.6,1.666666667,4,1,3.7,44,2.8,1,2,0,1,I didnt vote but would have voted for either third party or Trump.,3,4,2,2,2,2,2,2,,35,40,5,20,5,3,5,1,2,18,"3,5",3,,1,1,18,1,2,6,5,notvote,2,1,2
71,49,4,3.5,4,2.5,3.5,7,7,7,5.5,2.866666667,3.9,3.3,4,8,1.75,3.5,,4,4.25,5,0,1,Clinton,4,5,2,2,2,2,2,2,,30,30,20,20,5,9,2,1,2,18,"2,4",3,,5,1,18,1,2,4,2,Clinton,2,1,2
71,35,4,3,4,4,3.75,7,6.25,7,6.333333333,4.466666667,3.3,3.5,1,3,1,2.4,,3,3,2,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,27,22,25,26,3,9,2,1,2,19,"3,5",3,,4,1,19,1,2,1,2,Clinton,2,1,2
69,33,3,4,3.5,3.5,3.5,5,5.75,6,3.5,2.066666667,3,3.4,1.333333333,1,4,4.9,46,2.4,3.25,2.5,1,1,Hillary Clinton,2,2,2,2,2,1,2,,,35,45,20,0,3,7,2,1,2,18,"2,4",3,,1,1,18,1,2,4,,Clinton,2,2,2
77,31,4,4,4,4,4,5.25,4.5,6,5.166666667,4,3.2,3,1,6,2.75,3.1,42,3,3,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,30,25,25,20,5,10,2,1,2,18,"2,4,6",3,,4,1,18,1,2,3,4,Clinton,2,1,2
64,47,3.5,1,4,4,3.125,4.75,7,7,6.833333333,5.533333333,2,3.9,2,7,1,1.2,42,2.2,2.75,3,,1,Donald Trump,3,4,2,2,2,2,2,,,40,40,15,5,5,5,5,1,2,19,2,3,,7,1,19,1,2,6,7,Trump,2,7,2
56,33,4,4,4,4,4,3.25,6.25,6,4,3.066666667,3.5,2.5,1,1,2.5,3.5,,3,1.75,3,0,1,Bernie Sanders,2,4,2,2,2,2,2,2,,15,5,60,20,3,9,2,1,2,19,"2,4,6",3,,2,1,19,1,2,3,3,Sanders,2,1,2
67,32,4,4,4,4,4,5.5,6.5,7,5.166666667,2.6,3.6,2.9,2.666666667,9,2.25,4,,3.8,2.75,4,0,1,Clinton,4,4,2,2,2,2,2,2,,100,70,100,100,5,8,4,1,2,19,"3,7",3,,8,1,19,1,2,2,2,Clinton,2,1,2
71,37,4,3,3.5,3,3.375,5,5.5,6.75,3.833333333,3.2,3.4,2.9,1,2,3.333333333,2.9,,2.8,3,3,0,1,N/A,3,4,2,2,2,2,2,2,,15,15,50,20,3,9,2,2,1,19,"2,3,4,5,7",3,,1,1,19,1,2,4,4,na,2,1,2
61,33,4,3.5,4,3.5,3.75,3.5,2.25,1,3.666666667,3.266666667,3.4,2.9,2.333333333,5,2.25,3.7,,3.4,3.25,3.5,1,1,Hillary Clinton,4,4,2,2,2,2,2,,,5,5,60,30,4,11,2,1,1,19,1,3,,1,1,14,1,2,4,3,Clinton,2,4,2
71,36,4,4,4,4,4,2.5,5.25,4,4.333333333,2.4,3.1,3,3.333333333,6,3,3.2,42,3,2.75,2.5,,1,N/A,2,3,2,2,2,2,2,2,,40,20,30,10,4,10,2,4,2,19,"3,5",3,,1,1,19,1,2,,,na,2,7,2
70,36,4,4,3.5,4,3.875,7,6.25,7,4.833333333,3.866666667,3,3.1,2.333333333,4,1,3.2,25,2.6,4.75,4,1,1,Hillary Clinton,1,1,2,2,2,1,1,2,,20,40,30,10,4,12,4,1,2,20,"2,3",3,,5,1,19,1,2,3,2,Clinton,2,4,2
63,47,3.5,2.5,4,3.5,3.375,5.75,5.25,7,6,4,1.7,3.6,1,3,2.25,3.6,,2.2,1.5,4.5,,1,Hillary Clinton,4,4,2,2,2,2,2,,,35,45,15,5,5,10,4,4,2,19,"2,3,4,5,6",1,2,1,1,19,1,2,2,3,Clinton,2,8,2
